,SeriesInstanceUID,StudyInstanceUID
178,1.3.6.1.4.1.14519.5.2.1.3320.3273.163255847806246848337947431515,1.3.6.1.4.1.14519.5.2.1.3320.3273.293665903142457581490353534076
179,1.3.6.1.4.1.14519.5.2.1.3320.3273.245644372003920729992159161677,1.3.6.1.4.1.14519.5.2.1.3320.3273.293665903142457581490353534076
180,1.3.6.1.4.1.14519.5.2.1.3320.3273.165706566805209994222483071656,1.3.6.1.4.1.14519.5.2.1.3320.3273.293665903142457581490353534076
181,1.3.6.1.4.1.14519.5.2.1.3320.3273.225926314523366191474868719071,1.3.6.1.4.1.14519.5.2.1.3320.3273.293665903142457581490353534076
182,1.3.6.1.4.1.14519.5.2.1.3320.3273.173342713569142112736941227209,1.3.6.1.4.1.14519.5.2.1.3320.3273.293665903142457581490353534076
183,1.3.6.1.4.1.14519.5.2.1.3320.3273.399490904184030009988366685157,1.3.6.1.4.1.14519.5.2.1.3320.3273.293665903142457581490353534076
184,1.3.6.1.4.1.14519.5.2.1.3320.3273.130644819815356697899228251012,1.3.6.1.4.1.14519.5.2.1.3320.3273.293665903142457581490353534076
185,1.3.6.1.4.1.14519.5.2.1.3320.3273.606986481699745499304150183974,1.3.6.1.4.1.14519.5.2.1.3320.3273.215385921227437994607826861983
186,1.3.6.1.4.1.14519.5.2.1.3320.3273.116815839584008173038307725260,1.3.6.1.4.1.14519.5.2.1.3320.3273.215385921227437994607826861983
187,1.3.6.1.4.1.14519.5.2.1.3320.3273.340175450482903513748790072689,1.3.6.1.4.1.14519.5.2.1.3320.3273.215385921227437994607826861983
188,1.3.6.1.4.1.14519.5.2.1.3320.3273.240835845287633374917359328305,1.3.6.1.4.1.14519.5.2.1.3320.3273.215385921227437994607826861983
189,1.3.6.1.4.1.14519.5.2.1.3320.3273.640234065304537451421625306665,1.3.6.1.4.1.14519.5.2.1.3320.3273.215385921227437994607826861983
190,1.3.6.1.4.1.14519.5.2.1.3320.3273.316249378426028908471797344172,1.3.6.1.4.1.14519.5.2.1.3320.3273.215385921227437994607826861983
191,1.3.6.1.4.1.14519.5.2.1.3320.3273.234072672318722330584808723568,1.3.6.1.4.1.14519.5.2.1.3320.3273.215385921227437994607826861983
192,1.3.6.1.4.1.14519.5.2.1.3320.3273.166006880770507896694939436635,1.3.6.1.4.1.14519.5.2.1.3320.3273.215385921227437994607826861983
193,1.3.6.1.4.1.14519.5.2.1.3320.3273.120743065922266907916707293180,1.3.6.1.4.1.14519.5.2.1.3320.3273.215385921227437994607826861983
194,1.3.6.1.4.1.14519.5.2.1.3320.3273.308202729733292291890767873116,1.3.6.1.4.1.14519.5.2.1.3320.3273.215385921227437994607826861983
195,1.3.6.1.4.1.14519.5.2.1.3320.3273.127498592606262433847688260636,1.3.6.1.4.1.14519.5.2.1.3320.3273.215385921227437994607826861983
196,1.3.6.1.4.1.14519.5.2.1.3320.3273.109716473724759867603455729258,1.3.6.1.4.1.14519.5.2.1.3320.3273.215385921227437994607826861983
197,1.3.6.1.4.1.14519.5.2.1.3320.3273.552306995540807113189697911232,1.3.6.1.4.1.14519.5.2.1.3320.3273.215385921227437994607826861983
198,1.3.6.1.4.1.14519.5.2.1.3320.3273.643824381822131429442994306786,1.3.6.1.4.1.14519.5.2.1.3320.3273.215385921227437994607826861983
199,1.3.6.1.4.1.14519.5.2.1.3320.3273.187372851276118339392018780222,1.3.6.1.4.1.14519.5.2.1.3320.3273.889424849454987474834413338549
200,1.3.6.1.4.1.14519.5.2.1.3320.3273.150586050636236030397668190269,1.3.6.1.4.1.14519.5.2.1.3320.3273.889424849454987474834413338549
201,1.3.6.1.4.1.14519.5.2.1.3320.3273.201088418115972485236579721542,1.3.6.1.4.1.14519.5.2.1.3320.3273.889424849454987474834413338549
202,1.3.6.1.4.1.14519.5.2.1.3320.3273.232593153076726260370312082872,1.3.6.1.4.1.14519.5.2.1.3320.3273.889424849454987474834413338549
203,1.3.6.1.4.1.14519.5.2.1.3320.3273.255340909292826353145800044167,1.3.6.1.4.1.14519.5.2.1.3320.3273.889424849454987474834413338549
204,1.3.6.1.4.1.14519.5.2.1.3320.3273.231843233798887565942125263883,1.3.6.1.4.1.14519.5.2.1.3320.3273.889424849454987474834413338549
205,1.3.6.1.4.1.14519.5.2.1.3320.3273.275735961866539762846031856797,1.3.6.1.4.1.14519.5.2.1.3320.3273.889424849454987474834413338549
206,1.3.6.1.4.1.14519.5.2.1.3320.3273.143333592061540367967432673618,1.3.6.1.4.1.14519.5.2.1.3320.3273.889424849454987474834413338549
207,1.3.6.1.4.1.14519.5.2.1.3320.3273.385678524150217067716064176755,1.3.6.1.4.1.14519.5.2.1.3320.3273.889424849454987474834413338549
208,1.3.6.1.4.1.14519.5.2.1.3320.3273.584716842175939430431610004652,1.3.6.1.4.1.14519.5.2.1.3320.3273.889424849454987474834413338549
209,1.3.6.1.4.1.14519.5.2.1.3320.3273.160702803857402927271808303427,1.3.6.1.4.1.14519.5.2.1.3320.3273.237010167723748567721013518649
210,1.3.6.1.4.1.14519.5.2.1.3320.3273.248922962349077496315910303639,1.3.6.1.4.1.14519.5.2.1.3320.3273.237010167723748567721013518649
211,1.3.6.1.4.1.14519.5.2.1.3320.3273.134171813590447245573584255138,1.3.6.1.4.1.14519.5.2.1.3320.3273.237010167723748567721013518649
212,1.3.6.1.4.1.14519.5.2.1.3320.3273.348383865703579569754450483247,1.3.6.1.4.1.14519.5.2.1.3320.3273.237010167723748567721013518649
213,1.3.6.1.4.1.14519.5.2.1.3320.3273.187172876737148798218219778921,1.3.6.1.4.1.14519.5.2.1.3320.3273.237010167723748567721013518649
214,1.3.6.1.4.1.14519.5.2.1.3320.3273.971548667633918390051291891810,1.3.6.1.4.1.14519.5.2.1.3320.3273.237010167723748567721013518649
215,1.3.6.1.4.1.14519.5.2.1.3320.3273.122693920860040176644362087560,1.3.6.1.4.1.14519.5.2.1.3320.3273.237010167723748567721013518649
216,1.3.6.1.4.1.14519.5.2.1.3320.3273.241184176403644264382202108189,1.3.6.1.4.1.14519.5.2.1.3320.3273.237010167723748567721013518649
217,1.3.6.1.4.1.14519.5.2.1.3320.3273.175845694682448907968970738865,1.3.6.1.4.1.14519.5.2.1.3320.3273.237010167723748567721013518649
218,1.3.6.1.4.1.14519.5.2.1.3320.3273.313620736408464928509093339254,1.3.6.1.4.1.14519.5.2.1.3320.3273.237010167723748567721013518649
219,1.3.6.1.4.1.14519.5.2.1.3320.3273.281168169472360667584427036467,1.3.6.1.4.1.14519.5.2.1.3320.3273.237010167723748567721013518649
220,1.3.6.1.4.1.14519.5.2.1.3320.3273.761821658162474397124989360207,1.3.6.1.4.1.14519.5.2.1.3320.3273.237010167723748567721013518649
221,1.3.6.1.4.1.14519.5.2.1.3320.3273.852560533193280557078782477236,1.3.6.1.4.1.14519.5.2.1.3320.3273.237010167723748567721013518649
222,1.3.6.1.4.1.14519.5.2.1.3320.3273.156415579877851839987333454905,1.3.6.1.4.1.14519.5.2.1.3320.3273.237010167723748567721013518649
223,1.3.6.1.4.1.14519.5.2.1.3320.3273.293131288474957279719407116303,1.3.6.1.4.1.14519.5.2.1.3320.3273.993908584890728956370034462128
224,1.3.6.1.4.1.14519.5.2.1.3320.3273.311845307473229651761225790198,1.3.6.1.4.1.14519.5.2.1.3320.3273.993908584890728956370034462128
225,1.3.6.1.4.1.14519.5.2.1.3320.3273.335640257424485519961242628376,1.3.6.1.4.1.14519.5.2.1.3320.3273.993908584890728956370034462128
226,1.3.6.1.4.1.14519.5.2.1.3320.3273.238768734198449234305788823738,1.3.6.1.4.1.14519.5.2.1.3320.3273.993908584890728956370034462128
227,1.3.6.1.4.1.14519.5.2.1.3320.3273.157673798565744335434999246481,1.3.6.1.4.1.14519.5.2.1.3320.3273.993908584890728956370034462128
228,1.3.6.1.4.1.14519.5.2.1.3320.3273.187146048483112935245477393838,1.3.6.1.4.1.14519.5.2.1.3320.3273.993908584890728956370034462128
229,1.3.6.1.4.1.14519.5.2.1.3320.3273.234333041328409357896103934946,1.3.6.1.4.1.14519.5.2.1.3320.3273.993908584890728956370034462128
230,1.3.6.1.4.1.14519.5.2.1.3320.3273.273766022914723460241004652653,1.3.6.1.4.1.14519.5.2.1.3320.3273.993908584890728956370034462128
231,1.3.6.1.4.1.14519.5.2.1.3320.3273.152667715566788521048776500905,1.3.6.1.4.1.14519.5.2.1.3320.3273.993908584890728956370034462128
232,1.3.6.1.4.1.14519.5.2.1.3320.3273.118863937993824093197541524758,1.3.6.1.4.1.14519.5.2.1.3320.3273.993908584890728956370034462128
233,1.3.6.1.4.1.14519.5.2.1.3320.3273.123812948208178023694240039889,1.3.6.1.4.1.14519.5.2.1.3320.3273.993908584890728956370034462128
234,1.3.6.1.4.1.14519.5.2.1.3320.3273.106847820923571270323622872878,1.3.6.1.4.1.14519.5.2.1.3320.3273.993908584890728956370034462128
235,1.3.6.1.4.1.14519.5.2.1.3320.3273.207471068274448444426574995117,1.3.6.1.4.1.14519.5.2.1.3320.3273.993908584890728956370034462128
236,1.3.6.1.4.1.14519.5.2.1.3320.3273.277871284221559124449950949051,1.3.6.1.4.1.14519.5.2.1.3320.3273.993908584890728956370034462128
237,1.3.6.1.4.1.14519.5.2.1.3320.3273.454954422247129323671923456049,1.3.6.1.4.1.14519.5.2.1.3320.3273.245208227411103135697860527050
238,1.3.6.1.4.1.14519.5.2.1.3320.3273.334167206813695492619298985368,1.3.6.1.4.1.14519.5.2.1.3320.3273.245208227411103135697860527050
239,1.3.6.1.4.1.14519.5.2.1.3320.3273.161200771652309664842225892934,1.3.6.1.4.1.14519.5.2.1.3320.3273.245208227411103135697860527050
240,1.3.6.1.4.1.14519.5.2.1.3320.3273.199091185680658935694910430474,1.3.6.1.4.1.14519.5.2.1.3320.3273.245208227411103135697860527050
241,1.3.6.1.4.1.14519.5.2.1.3320.3273.191199170685236681216273549236,1.3.6.1.4.1.14519.5.2.1.3320.3273.245208227411103135697860527050
242,1.3.6.1.4.1.14519.5.2.1.3320.3273.189878714702229317906214558488,1.3.6.1.4.1.14519.5.2.1.3320.3273.245208227411103135697860527050
243,1.3.6.1.4.1.14519.5.2.1.3320.3273.305689263909292352850597569594,1.3.6.1.4.1.14519.5.2.1.3320.3273.245208227411103135697860527050
244,1.3.6.1.4.1.14519.5.2.1.3320.3273.172725559483463439958736397019,1.3.6.1.4.1.14519.5.2.1.3320.3273.245208227411103135697860527050
245,1.3.6.1.4.1.14519.5.2.1.3320.3273.970613122387817434012820011169,1.3.6.1.4.1.14519.5.2.1.3320.3273.245208227411103135697860527050
246,1.3.6.1.4.1.14519.5.2.1.3320.3273.173494091011792045451593652456,1.3.6.1.4.1.14519.5.2.1.3320.3273.245208227411103135697860527050
247,1.3.6.1.4.1.14519.5.2.1.3320.3273.278336155099671685827845947487,1.3.6.1.4.1.14519.5.2.1.3320.3273.270071326086866885547612334167
248,1.3.6.1.4.1.14519.5.2.1.3320.3273.229724382181517858063799633809,1.3.6.1.4.1.14519.5.2.1.3320.3273.270071326086866885547612334167
249,1.3.6.1.4.1.14519.5.2.1.3320.3273.176908463283166065331851408519,1.3.6.1.4.1.14519.5.2.1.3320.3273.270071326086866885547612334167
250,1.3.6.1.4.1.14519.5.2.1.3320.3273.275373724293176262605656761316,1.3.6.1.4.1.14519.5.2.1.3320.3273.270071326086866885547612334167
251,1.3.6.1.4.1.14519.5.2.1.3320.3273.771576070714780039504432536562,1.3.6.1.4.1.14519.5.2.1.3320.3273.270071326086866885547612334167
252,1.3.6.1.4.1.14519.5.2.1.3320.3273.929804399886456909309980555112,1.3.6.1.4.1.14519.5.2.1.3320.3273.270071326086866885547612334167
253,1.3.6.1.4.1.14519.5.2.1.3320.3273.613882175959786119877643988285,1.3.6.1.4.1.14519.5.2.1.3320.3273.270071326086866885547612334167
254,1.3.6.1.4.1.14519.5.2.1.3320.3273.146234129138977534019664411273,1.3.6.1.4.1.14519.5.2.1.3320.3273.270071326086866885547612334167
255,1.3.6.1.4.1.14519.5.2.1.3320.3273.438907817697638918007394152233,1.3.6.1.4.1.14519.5.2.1.3320.3273.270071326086866885547612334167
256,1.3.6.1.4.1.14519.5.2.1.7085.2626.332985735863971146250365446365,1.3.6.1.4.1.14519.5.2.1.7085.2626.193761554619335381230164859355
257,1.3.6.1.4.1.14519.5.2.1.7085.2626.317558302523691636342751498531,1.3.6.1.4.1.14519.5.2.1.7085.2626.193761554619335381230164859355
258,1.3.6.1.4.1.14519.5.2.1.7085.2626.266483929842334219103707991961,1.3.6.1.4.1.14519.5.2.1.7085.2626.193761554619335381230164859355
259,1.3.6.1.4.1.14519.5.2.1.7085.2626.141177550623915785858884128748,1.3.6.1.4.1.14519.5.2.1.7085.2626.193761554619335381230164859355
260,1.3.6.1.4.1.14519.5.2.1.3320.3273.172786174334685998657073408055,1.3.6.1.4.1.14519.5.2.1.3320.3273.466187306220544796714523130057
261,1.3.6.1.4.1.14519.5.2.1.3320.3273.934769348213601524646444126287,1.3.6.1.4.1.14519.5.2.1.3320.3273.466187306220544796714523130057
262,1.3.6.1.4.1.14519.5.2.1.3320.3273.177064806594578360939191297029,1.3.6.1.4.1.14519.5.2.1.3320.3273.466187306220544796714523130057
263,1.3.6.1.4.1.14519.5.2.1.3320.3273.308076231970624925811061027035,1.3.6.1.4.1.14519.5.2.1.3320.3273.466187306220544796714523130057
264,1.3.6.1.4.1.14519.5.2.1.3320.3273.253163064026105436453718083318,1.3.6.1.4.1.14519.5.2.1.3320.3273.466187306220544796714523130057
265,1.3.6.1.4.1.14519.5.2.1.3320.3273.100947053613157427642365109841,1.3.6.1.4.1.14519.5.2.1.3320.3273.466187306220544796714523130057
266,1.3.6.1.4.1.14519.5.2.1.3320.3273.698968146897328757807975842177,1.3.6.1.4.1.14519.5.2.1.3320.3273.466187306220544796714523130057
267,1.3.6.1.4.1.14519.5.2.1.3320.3273.378345671546127787871448357939,1.3.6.1.4.1.14519.5.2.1.3320.3273.466187306220544796714523130057
268,1.3.6.1.4.1.14519.5.2.1.3320.3273.305482682378862552892470590537,1.3.6.1.4.1.14519.5.2.1.3320.3273.466187306220544796714523130057
269,1.3.6.1.4.1.14519.5.2.1.3320.3273.736340486385969134536709542139,1.3.6.1.4.1.14519.5.2.1.3320.3273.466187306220544796714523130057
270,1.3.6.1.4.1.14519.5.2.1.3320.3273.159238898714021051351261146196,1.3.6.1.4.1.14519.5.2.1.3320.3273.466187306220544796714523130057
271,1.3.6.1.4.1.14519.5.2.1.3320.3273.261387124539306518720674625297,1.3.6.1.4.1.14519.5.2.1.3320.3273.466187306220544796714523130057
272,1.3.6.1.4.1.14519.5.2.1.3320.3273.295023832090977930183708179245,1.3.6.1.4.1.14519.5.2.1.3320.3273.466187306220544796714523130057
273,1.3.6.1.4.1.14519.5.2.1.3320.3273.166367490297676365533076527113,1.3.6.1.4.1.14519.5.2.1.3320.3273.466187306220544796714523130057
274,1.3.6.1.4.1.14519.5.2.1.3320.3273.319537327213740685458433346945,1.3.6.1.4.1.14519.5.2.1.3320.3273.466187306220544796714523130057
275,1.3.6.1.4.1.14519.5.2.1.3320.3273.208255165373630798275271962274,1.3.6.1.4.1.14519.5.2.1.3320.3273.192664139982174570358822158980
276,1.3.6.1.4.1.14519.5.2.1.3320.3273.162468809453634452109785499996,1.3.6.1.4.1.14519.5.2.1.3320.3273.192664139982174570358822158980
277,1.3.6.1.4.1.14519.5.2.1.3320.3273.125288820407075448647300599902,1.3.6.1.4.1.14519.5.2.1.3320.3273.192664139982174570358822158980
278,1.3.6.1.4.1.14519.5.2.1.3320.3273.684732484383931214781138408855,1.3.6.1.4.1.14519.5.2.1.3320.3273.192664139982174570358822158980
279,1.3.6.1.4.1.14519.5.2.1.3320.3273.319701527267652424633962394820,1.3.6.1.4.1.14519.5.2.1.3320.3273.192664139982174570358822158980
280,1.3.6.1.4.1.14519.5.2.1.3320.3273.317279101630603402010593787935,1.3.6.1.4.1.14519.5.2.1.3320.3273.192664139982174570358822158980
281,1.3.6.1.4.1.14519.5.2.1.3320.3273.129719756822217729807026017441,1.3.6.1.4.1.14519.5.2.1.3320.3273.192664139982174570358822158980
282,1.3.6.1.4.1.14519.5.2.1.3320.3273.338179894155584991026061930163,1.3.6.1.4.1.14519.5.2.1.3320.3273.192664139982174570358822158980
283,1.3.6.1.4.1.14519.5.2.1.3320.3273.102625124490436023801265782367,1.3.6.1.4.1.14519.5.2.1.3320.3273.192664139982174570358822158980
284,1.3.6.1.4.1.14519.5.2.1.3320.3273.224454205523292550239944857878,1.3.6.1.4.1.14519.5.2.1.3320.3273.192664139982174570358822158980
285,1.3.6.1.4.1.14519.5.2.1.3320.3273.486700265798241010751241929313,1.3.6.1.4.1.14519.5.2.1.3320.3273.192664139982174570358822158980
286,1.3.6.1.4.1.14519.5.2.1.3320.3273.285160912974634575945626695198,1.3.6.1.4.1.14519.5.2.1.3320.3273.192664139982174570358822158980
287,1.3.6.1.4.1.14519.5.2.1.3320.3273.716888949184097095347965895655,1.3.6.1.4.1.14519.5.2.1.3320.3273.192664139982174570358822158980
288,1.3.6.1.4.1.14519.5.2.1.3320.3273.261633193109177324242134988905,1.3.6.1.4.1.14519.5.2.1.3320.3273.192664139982174570358822158980
289,1.3.6.1.4.1.14519.5.2.1.3320.3273.153298288785287625324324370026,1.3.6.1.4.1.14519.5.2.1.3320.3273.192664139982174570358822158980
290,1.3.6.1.4.1.14519.5.2.1.2932.1975.187516008969764450540865330470,1.3.6.1.4.1.14519.5.2.1.2932.1975.286163095845630643212362400137
291,1.3.6.1.4.1.14519.5.2.1.2932.1975.148525176471226839421596069840,1.3.6.1.4.1.14519.5.2.1.2932.1975.286163095845630643212362400137
292,1.3.6.1.4.1.14519.5.2.1.2932.1975.149788536430264932553494159810,1.3.6.1.4.1.14519.5.2.1.2932.1975.286163095845630643212362400137
293,1.3.6.1.4.1.14519.5.2.1.2932.1975.309821987490276224359770615095,1.3.6.1.4.1.14519.5.2.1.2932.1975.286163095845630643212362400137
294,1.3.6.1.4.1.14519.5.2.1.2932.1975.728181833641691246661528757061,1.3.6.1.4.1.14519.5.2.1.2932.1975.286163095845630643212362400137
295,1.3.6.1.4.1.14519.5.2.1.2932.1975.323339325040455628965078152723,1.3.6.1.4.1.14519.5.2.1.2932.1975.286163095845630643212362400137
296,1.3.6.1.4.1.14519.5.2.1.2932.1975.418372966873638205513928459920,1.3.6.1.4.1.14519.5.2.1.2932.1975.286163095845630643212362400137
297,1.3.6.1.4.1.14519.5.2.1.2932.1975.211386848964701272126371792292,1.3.6.1.4.1.14519.5.2.1.2932.1975.286163095845630643212362400137
298,1.3.6.1.4.1.14519.5.2.1.2932.1975.272557614000930628638237638647,1.3.6.1.4.1.14519.5.2.1.2932.1975.286163095845630643212362400137
299,1.3.6.1.4.1.14519.5.2.1.2932.1975.186395444009511454450617468059,1.3.6.1.4.1.14519.5.2.1.2932.1975.286163095845630643212362400137
300,1.3.6.1.4.1.14519.5.2.1.2932.1975.100588324649665168314234336280,1.3.6.1.4.1.14519.5.2.1.2932.1975.286163095845630643212362400137
301,1.3.6.1.4.1.14519.5.2.1.2932.1975.168551500723160728194375201418,1.3.6.1.4.1.14519.5.2.1.2932.1975.669849651815132593530795435161
302,1.3.6.1.4.1.14519.5.2.1.2932.1975.300655352220655674038538538060,1.3.6.1.4.1.14519.5.2.1.2932.1975.669849651815132593530795435161
303,1.3.6.1.4.1.14519.5.2.1.2932.1975.148208841729270571436688728600,1.3.6.1.4.1.14519.5.2.1.2932.1975.669849651815132593530795435161
304,1.3.6.1.4.1.14519.5.2.1.2932.1975.872648728309144015978592244644,1.3.6.1.4.1.14519.5.2.1.2932.1975.669849651815132593530795435161
305,1.3.6.1.4.1.14519.5.2.1.3320.3273.345572132654483783688201804346,1.3.6.1.4.1.14519.5.2.1.3320.3273.322048254776719123217975770619
306,1.3.6.1.4.1.14519.5.2.1.3320.3273.263391215003916100255288617119,1.3.6.1.4.1.14519.5.2.1.3320.3273.322048254776719123217975770619
307,1.3.6.1.4.1.14519.5.2.1.3320.3273.255536188758238864899772502940,1.3.6.1.4.1.14519.5.2.1.3320.3273.322048254776719123217975770619
308,1.3.6.1.4.1.14519.5.2.1.3320.3273.199268784651009914184747350227,1.3.6.1.4.1.14519.5.2.1.3320.3273.322048254776719123217975770619
309,1.3.6.1.4.1.14519.5.2.1.3320.3273.206248103852794311755333399137,1.3.6.1.4.1.14519.5.2.1.3320.3273.322048254776719123217975770619
310,1.3.6.1.4.1.14519.5.2.1.3320.3273.349289493236053406849133952367,1.3.6.1.4.1.14519.5.2.1.3320.3273.322048254776719123217975770619
311,1.3.6.1.4.1.14519.5.2.1.3320.3273.249308143725724444059988524653,1.3.6.1.4.1.14519.5.2.1.3320.3273.322048254776719123217975770619
312,1.3.6.1.4.1.14519.5.2.1.3320.3273.747535527922771050406149091937,1.3.6.1.4.1.14519.5.2.1.3320.3273.322048254776719123217975770619
313,1.3.6.1.4.1.14519.5.2.1.3320.3273.240507790171224435077531999364,1.3.6.1.4.1.14519.5.2.1.3320.3273.322048254776719123217975770619
314,1.3.6.1.4.1.14519.5.2.1.3320.3273.506045613014235944704761201538,1.3.6.1.4.1.14519.5.2.1.3320.3273.322048254776719123217975770619
315,1.3.6.1.4.1.14519.5.2.1.3320.3273.412704328753844324039872673874,1.3.6.1.4.1.14519.5.2.1.3320.3273.322048254776719123217975770619
316,1.3.6.1.4.1.14519.5.2.1.3320.3273.986217647749901183610344754237,1.3.6.1.4.1.14519.5.2.1.3320.3273.322048254776719123217975770619
317,1.3.6.1.4.1.14519.5.2.1.3320.3273.399204896753169777139202781146,1.3.6.1.4.1.14519.5.2.1.3320.3273.322048254776719123217975770619
318,1.3.6.1.4.1.14519.5.2.1.3320.3273.296712862873303578054338546518,1.3.6.1.4.1.14519.5.2.1.3320.3273.322048254776719123217975770619
319,1.3.6.1.4.1.14519.5.2.1.3320.3273.245029038640099236281459801736,1.3.6.1.4.1.14519.5.2.1.3320.3273.322048254776719123217975770619
320,1.3.6.1.4.1.14519.5.2.1.3320.3273.881963809876234294858073545415,1.3.6.1.4.1.14519.5.2.1.3320.3273.221887871764789333958049108298
321,1.3.6.1.4.1.14519.5.2.1.3320.3273.132629752927195889072236312926,1.3.6.1.4.1.14519.5.2.1.3320.3273.221887871764789333958049108298
322,1.3.6.1.4.1.14519.5.2.1.3320.3273.264036724661104153472951038085,1.3.6.1.4.1.14519.5.2.1.3320.3273.221887871764789333958049108298
323,1.3.6.1.4.1.14519.5.2.1.3320.3273.219254708693046469849550149307,1.3.6.1.4.1.14519.5.2.1.3320.3273.221887871764789333958049108298
324,1.3.6.1.4.1.14519.5.2.1.3320.3273.337141303782170834567764071167,1.3.6.1.4.1.14519.5.2.1.3320.3273.221887871764789333958049108298
325,1.3.6.1.4.1.14519.5.2.1.3320.3273.174482057693206917557937814144,1.3.6.1.4.1.14519.5.2.1.3320.3273.221887871764789333958049108298
326,1.3.6.1.4.1.14519.5.2.1.3320.3273.153993803605885813852791093933,1.3.6.1.4.1.14519.5.2.1.3320.3273.221887871764789333958049108298
327,1.3.6.1.4.1.14519.5.2.1.3320.3273.128641436844927852976926298329,1.3.6.1.4.1.14519.5.2.1.3320.3273.221887871764789333958049108298
328,1.3.6.1.4.1.14519.5.2.1.3320.3273.863144623154836665846463453416,1.3.6.1.4.1.14519.5.2.1.3320.3273.221887871764789333958049108298
329,1.3.6.1.4.1.14519.5.2.1.3320.3273.136466896418050781700942594559,1.3.6.1.4.1.14519.5.2.1.3320.3273.221887871764789333958049108298
330,1.3.6.1.4.1.14519.5.2.1.3320.3273.951964429503648249358313467488,1.3.6.1.4.1.14519.5.2.1.3320.3273.221887871764789333958049108298
331,1.3.6.1.4.1.14519.5.2.1.3320.3273.210078390502868151011861973573,1.3.6.1.4.1.14519.5.2.1.3320.3273.114458460915300425179441578495
332,1.3.6.1.4.1.14519.5.2.1.3320.3273.305981574902833991161546513205,1.3.6.1.4.1.14519.5.2.1.3320.3273.114458460915300425179441578495
333,1.3.6.1.4.1.14519.5.2.1.3320.3273.142683683371778425569731126193,1.3.6.1.4.1.14519.5.2.1.3320.3273.114458460915300425179441578495
334,1.3.6.1.4.1.14519.5.2.1.3320.3273.112668863976706675428495747103,1.3.6.1.4.1.14519.5.2.1.3320.3273.114458460915300425179441578495
335,1.3.6.1.4.1.14519.5.2.1.3320.3273.219141397286888822047176241446,1.3.6.1.4.1.14519.5.2.1.3320.3273.114458460915300425179441578495
336,1.3.6.1.4.1.14519.5.2.1.3320.3273.128357916564163482375740998156,1.3.6.1.4.1.14519.5.2.1.3320.3273.114458460915300425179441578495
337,1.3.6.1.4.1.14519.5.2.1.3320.3273.276525882973638278434423531575,1.3.6.1.4.1.14519.5.2.1.3320.3273.114458460915300425179441578495
338,1.3.6.1.4.1.14519.5.2.1.3320.3273.298024825958939220586043763825,1.3.6.1.4.1.14519.5.2.1.3320.3273.114458460915300425179441578495
339,1.3.6.1.4.1.14519.5.2.1.3320.3273.277636146906279401722065693572,1.3.6.1.4.1.14519.5.2.1.3320.3273.114458460915300425179441578495
340,1.3.6.1.4.1.14519.5.2.1.3320.3273.481476274439200572588234083427,1.3.6.1.4.1.14519.5.2.1.3320.3273.114458460915300425179441578495
341,1.3.6.1.4.1.14519.5.2.1.3320.3273.135128357439957301539638223806,1.3.6.1.4.1.14519.5.2.1.3320.3273.114458460915300425179441578495
342,1.3.6.1.4.1.14519.5.2.1.3320.3273.207420547017270054808989156708,1.3.6.1.4.1.14519.5.2.1.3320.3273.317120625827458974337512312375
343,1.3.6.1.4.1.14519.5.2.1.3320.3273.106873270502381273764103578266,1.3.6.1.4.1.14519.5.2.1.3320.3273.317120625827458974337512312375
344,1.3.6.1.4.1.14519.5.2.1.3320.3273.574991339286328401301953183450,1.3.6.1.4.1.14519.5.2.1.3320.3273.317120625827458974337512312375
345,1.3.6.1.4.1.14519.5.2.1.3320.3273.456785343977727436166466772177,1.3.6.1.4.1.14519.5.2.1.3320.3273.317120625827458974337512312375
346,1.3.6.1.4.1.14519.5.2.1.3320.3273.161499147737869146326915498612,1.3.6.1.4.1.14519.5.2.1.3320.3273.317120625827458974337512312375
347,1.3.6.1.4.1.14519.5.2.1.3320.3273.223304972990576918595144495345,1.3.6.1.4.1.14519.5.2.1.3320.3273.317120625827458974337512312375
348,1.3.6.1.4.1.14519.5.2.1.3320.3273.896099536709107356983798300589,1.3.6.1.4.1.14519.5.2.1.3320.3273.317120625827458974337512312375
349,1.3.6.1.4.1.14519.5.2.1.3320.3273.133276028686881773457672343817,1.3.6.1.4.1.14519.5.2.1.3320.3273.317120625827458974337512312375
350,1.3.6.1.4.1.14519.5.2.1.3320.3273.914625766477272612610517065487,1.3.6.1.4.1.14519.5.2.1.3320.3273.317120625827458974337512312375
351,1.3.6.1.4.1.14519.5.2.1.3320.3273.810416511977048999468007920602,1.3.6.1.4.1.14519.5.2.1.3320.3273.317120625827458974337512312375
352,1.3.6.1.4.1.14519.5.2.1.3320.3273.117623108116002774146766997092,1.3.6.1.4.1.14519.5.2.1.3320.3273.317120625827458974337512312375
353,1.3.6.1.4.1.14519.5.2.1.6450.2626.161489383350795945691780745489,1.3.6.1.4.1.14519.5.2.1.6450.2626.300453394315087810440454128499
354,1.3.6.1.4.1.14519.5.2.1.6450.2626.167278473854731682497048923747,1.3.6.1.4.1.14519.5.2.1.6450.2626.300453394315087810440454128499
355,1.3.6.1.4.1.14519.5.2.1.6450.2626.267322257812574550933655696300,1.3.6.1.4.1.14519.5.2.1.6450.2626.300453394315087810440454128499
356,1.3.6.1.4.1.14519.5.2.1.6450.2626.297634552216823704337278488033,1.3.6.1.4.1.14519.5.2.1.6450.2626.300453394315087810440454128499
