,SeriesInstanceUID,StudyInstanceUID
357,1.3.6.1.4.1.14519.5.2.1.6450.2626.123007333939987991187520058776,1.3.6.1.4.1.14519.5.2.1.6450.2626.142781207978873686417945717904
358,1.3.6.1.4.1.14519.5.2.1.6450.2626.194840909512935793169154532113,1.3.6.1.4.1.14519.5.2.1.6450.2626.142781207978873686417945717904
359,1.3.6.1.4.1.14519.5.2.1.6450.2626.134643336061529883692020012520,1.3.6.1.4.1.14519.5.2.1.6450.2626.142781207978873686417945717904
360,1.3.6.1.4.1.14519.5.2.1.6450.2626.258723967220031551476597484820,1.3.6.1.4.1.14519.5.2.1.6450.2626.142781207978873686417945717904
361,1.3.6.1.4.1.14519.5.2.1.6450.2626.322006953739993117140874841327,1.3.6.1.4.1.14519.5.2.1.6450.2626.142781207978873686417945717904
362,1.3.6.1.4.1.14519.5.2.1.6450.2626.646366290968362266256965356421,1.3.6.1.4.1.14519.5.2.1.6450.2626.142781207978873686417945717904
363,1.3.6.1.4.1.14519.5.2.1.6450.2626.137996022664530941095064206047,1.3.6.1.4.1.14519.5.2.1.6450.2626.691012400763437538016718776441
364,1.3.6.1.4.1.14519.5.2.1.6450.2626.193369395651588368784703566462,1.3.6.1.4.1.14519.5.2.1.6450.2626.691012400763437538016718776441
365,1.3.6.1.4.1.14519.5.2.1.6450.2626.205700001836977203495955709351,1.3.6.1.4.1.14519.5.2.1.6450.2626.691012400763437538016718776441
366,1.3.6.1.4.1.14519.5.2.1.6450.2626.202299857728476886917525106059,1.3.6.1.4.1.14519.5.2.1.6450.2626.691012400763437538016718776441
367,1.3.6.1.4.1.14519.5.2.1.6450.2626.272484581928429843642115418671,1.3.6.1.4.1.14519.5.2.1.6450.2626.691012400763437538016718776441
368,1.3.6.1.4.1.14519.5.2.1.6450.2626.791586643458510375136381554903,1.3.6.1.4.1.14519.5.2.1.6450.2626.691012400763437538016718776441
369,1.3.6.1.4.1.14519.5.2.1.6450.2626.143709804429040755268371819464,1.3.6.1.4.1.14519.5.2.1.6450.2626.142855460979879285429637018865
370,1.3.6.1.4.1.14519.5.2.1.6450.2626.292139059190573868293148013145,1.3.6.1.4.1.14519.5.2.1.6450.2626.142855460979879285429637018865
371,1.3.6.1.4.1.14519.5.2.1.6450.2626.319590778671505432989076551348,1.3.6.1.4.1.14519.5.2.1.6450.2626.142855460979879285429637018865
372,1.3.6.1.4.1.14519.5.2.1.6450.2626.331933440007344618523548447372,1.3.6.1.4.1.14519.5.2.1.6450.2626.142855460979879285429637018865
373,1.3.6.1.4.1.14519.5.2.1.6450.2626.910965146324947439985489103952,1.3.6.1.4.1.14519.5.2.1.6450.2626.142855460979879285429637018865
374,1.3.6.1.4.1.14519.5.2.1.6450.2626.773255982197978200998501607199,1.3.6.1.4.1.14519.5.2.1.6450.2626.142855460979879285429637018865
375,1.3.6.1.4.1.14519.5.2.1.6450.2626.969722976888390674310134114140,1.3.6.1.4.1.14519.5.2.1.6450.2626.142855460979879285429637018865
376,1.3.6.1.4.1.14519.5.2.1.6450.2626.149528252522540515405945191935,1.3.6.1.4.1.14519.5.2.1.6450.2626.207643928709693209129175150940
377,1.3.6.1.4.1.14519.5.2.1.6450.2626.142397107153512676763011752065,1.3.6.1.4.1.14519.5.2.1.6450.2626.207643928709693209129175150940
378,1.3.6.1.4.1.14519.5.2.1.6450.2626.327558909074991063463587991976,1.3.6.1.4.1.14519.5.2.1.6450.2626.207643928709693209129175150940
379,1.3.6.1.4.1.14519.5.2.1.6450.2626.385214719703588898790568077436,1.3.6.1.4.1.14519.5.2.1.6450.2626.207643928709693209129175150940
380,1.3.6.1.4.1.14519.5.2.1.6450.2626.953776999629443938305005949770,1.3.6.1.4.1.14519.5.2.1.6450.2626.207643928709693209129175150940
381,1.3.6.1.4.1.14519.5.2.1.6450.2626.116537448717681448736769812135,1.3.6.1.4.1.14519.5.2.1.6450.2626.848612250919504333517546576288
382,1.3.6.1.4.1.14519.5.2.1.6450.2626.156786667337295987911050927746,1.3.6.1.4.1.14519.5.2.1.6450.2626.809300942963203137864789278471
383,1.3.6.1.4.1.14519.5.2.1.6450.2626.306886441539131245947559375764,1.3.6.1.4.1.14519.5.2.1.6450.2626.848612250919504333517546576288
384,1.3.6.1.4.1.14519.5.2.1.6450.2626.180206579708811933107326531231,1.3.6.1.4.1.14519.5.2.1.6450.2626.809300942963203137864789278471
385,1.3.6.1.4.1.14519.5.2.1.6450.2626.218903759859404607355741325871,1.3.6.1.4.1.14519.5.2.1.6450.2626.809300942963203137864789278471
386,1.3.6.1.4.1.14519.5.2.1.6450.2626.298893912167896910055897820203,1.3.6.1.4.1.14519.5.2.1.6450.2626.809300942963203137864789278471
387,1.3.6.1.4.1.14519.5.2.1.6450.2626.256107833546334133828220575056,1.3.6.1.4.1.14519.5.2.1.6450.2626.809300942963203137864789278471
388,1.3.6.1.4.1.14519.5.2.1.6450.2626.317958908668757458079239354236,1.3.6.1.4.1.14519.5.2.1.6450.2626.809300942963203137864789278471
389,1.3.6.1.4.1.14519.5.2.1.6450.2626.507626511553220035125362231654,1.3.6.1.4.1.14519.5.2.1.6450.2626.809300942963203137864789278471
390,1.3.6.1.4.1.14519.5.2.1.6450.2626.143880317775939457609858549554,1.3.6.1.4.1.14519.5.2.1.6450.2626.128202187597795567006159751472
391,1.3.6.1.4.1.14519.5.2.1.6450.2626.463594176883714690309268494385,1.3.6.1.4.1.14519.5.2.1.6450.2626.128202187597795567006159751472
392,1.3.6.1.4.1.14519.5.2.1.6450.2626.171852690374078702220455488035,1.3.6.1.4.1.14519.5.2.1.6450.2626.188550180493792372165153925927
393,1.3.6.1.4.1.14519.5.2.1.6450.2626.115498612805136587110480101988,1.3.6.1.4.1.14519.5.2.1.6450.2626.188550180493792372165153925927
394,1.3.6.1.4.1.14519.5.2.1.6450.2626.206626914317976412344638497210,1.3.6.1.4.1.14519.5.2.1.6450.2626.188550180493792372165153925927
395,1.3.6.1.4.1.14519.5.2.1.6450.2626.218520332039650469951494761684,1.3.6.1.4.1.14519.5.2.1.6450.2626.188550180493792372165153925927
396,1.3.6.1.4.1.14519.5.2.1.6450.2626.263737153857090106583155524321,1.3.6.1.4.1.14519.5.2.1.6450.2626.188550180493792372165153925927
397,1.3.6.1.4.1.14519.5.2.1.6450.2626.309816090474237402807615134132,1.3.6.1.4.1.14519.5.2.1.6450.2626.188550180493792372165153925927
398,1.3.6.1.4.1.14519.5.2.1.6450.2626.322471325269951352237088102711,1.3.6.1.4.1.14519.5.2.1.6450.2626.188550180493792372165153925927
399,1.3.6.1.4.1.14519.5.2.1.6450.2626.117489929713364574783366376329,1.3.6.1.4.1.14519.5.2.1.6450.2626.967845617438214712145537331881
400,1.3.6.1.4.1.14519.5.2.1.6450.2626.146866966798891235669383458595,1.3.6.1.4.1.14519.5.2.1.6450.2626.967845617438214712145537331881
401,1.3.6.1.4.1.14519.5.2.1.6450.2626.164199401519179742271717647966,1.3.6.1.4.1.14519.5.2.1.6450.2626.967845617438214712145537331881
402,1.3.6.1.4.1.14519.5.2.1.6450.2626.246645471288433295067802149806,1.3.6.1.4.1.14519.5.2.1.6450.2626.967845617438214712145537331881
403,1.3.6.1.4.1.14519.5.2.1.6450.2626.190133070108621757460256141979,1.3.6.1.4.1.14519.5.2.1.6450.2626.967845617438214712145537331881
404,1.3.6.1.4.1.14519.5.2.1.6450.2626.290832215777737101006478843090,1.3.6.1.4.1.14519.5.2.1.6450.2626.967845617438214712145537331881
405,1.3.6.1.4.1.14519.5.2.1.6450.2626.332846753636325679618028791430,1.3.6.1.4.1.14519.5.2.1.6450.2626.967845617438214712145537331881
406,1.3.6.1.4.1.14519.5.2.1.6450.2626.517420893974796313971715865806,1.3.6.1.4.1.14519.5.2.1.6450.2626.967845617438214712145537331881
407,1.3.6.1.4.1.14519.5.2.1.6450.2626.875817478198874440245764580626,1.3.6.1.4.1.14519.5.2.1.6450.2626.967845617438214712145537331881
408,1.3.6.1.4.1.14519.5.2.1.6450.2626.163046506402133786636034775541,1.3.6.1.4.1.14519.5.2.1.6450.2626.208151376698023858615816901720
409,1.3.6.1.4.1.14519.5.2.1.6450.2626.119517324714848539887906445334,1.3.6.1.4.1.14519.5.2.1.6450.2626.208151376698023858615816901720
410,1.3.6.1.4.1.14519.5.2.1.6450.2626.170692303901948079290428319871,1.3.6.1.4.1.14519.5.2.1.6450.2626.208151376698023858615816901720
411,1.3.6.1.4.1.14519.5.2.1.6450.2626.207969505950150337469673990406,1.3.6.1.4.1.14519.5.2.1.6450.2626.208151376698023858615816901720
412,1.3.6.1.4.1.14519.5.2.1.6450.2626.747957582739313470858300413857,1.3.6.1.4.1.14519.5.2.1.6450.2626.208151376698023858615816901720
413,1.3.6.1.4.1.14519.5.2.1.6450.2626.890127359780859312811826492885,1.3.6.1.4.1.14519.5.2.1.6450.2626.208151376698023858615816901720
414,1.3.6.1.4.1.14519.5.2.1.6450.2626.975145645305041624343383058865,1.3.6.1.4.1.14519.5.2.1.6450.2626.208151376698023858615816901720
415,1.3.6.1.4.1.14519.5.2.1.6450.2626.115655278283815272652646262244,1.3.6.1.4.1.14519.5.2.1.6450.2626.100700675127478975676044465626
416,1.3.6.1.4.1.14519.5.2.1.6450.2626.191802777221765425115812418107,1.3.6.1.4.1.14519.5.2.1.6450.2626.100700675127478975676044465626
417,1.3.6.1.4.1.14519.5.2.1.6450.2626.205978408638513946991571404077,1.3.6.1.4.1.14519.5.2.1.6450.2626.100700675127478975676044465626
418,1.3.6.1.4.1.14519.5.2.1.6450.2626.207782737011238136506591133877,1.3.6.1.4.1.14519.5.2.1.6450.2626.100700675127478975676044465626
419,1.3.6.1.4.1.14519.5.2.1.6450.2626.246032608851600385507133272852,1.3.6.1.4.1.14519.5.2.1.6450.2626.100700675127478975676044465626
420,1.3.6.1.4.1.14519.5.2.1.6450.2626.270300747804244018857578899005,1.3.6.1.4.1.14519.5.2.1.6450.2626.100700675127478975676044465626
421,1.3.6.1.4.1.14519.5.2.1.6450.2626.285265055197066678933202443938,1.3.6.1.4.1.14519.5.2.1.6450.2626.100700675127478975676044465626
422,1.3.6.1.4.1.14519.5.2.1.6450.2626.495477831419673419649264393914,1.3.6.1.4.1.14519.5.2.1.6450.2626.100700675127478975676044465626
423,1.3.6.1.4.1.14519.5.2.1.6450.2626.405652782681371341543787732913,1.3.6.1.4.1.14519.5.2.1.6450.2626.100700675127478975676044465626
424,1.3.6.1.4.1.14519.5.2.1.6450.2626.875903605481410828988610273567,1.3.6.1.4.1.14519.5.2.1.6450.2626.100700675127478975676044465626
425,1.3.6.1.4.1.14519.5.2.1.6450.2626.939953627945778264646205609200,1.3.6.1.4.1.14519.5.2.1.6450.2626.100700675127478975676044465626
426,1.3.6.1.4.1.14519.5.2.1.6450.2626.151700936454150162655388230329,1.3.6.1.4.1.14519.5.2.1.6450.2626.173314636910490476033724315999
427,1.3.6.1.4.1.14519.5.2.1.6450.2626.170319208562011406392927539079,1.3.6.1.4.1.14519.5.2.1.6450.2626.173314636910490476033724315999
428,1.3.6.1.4.1.14519.5.2.1.6450.2626.146335867126361942169900245810,1.3.6.1.4.1.14519.5.2.1.6450.2626.173314636910490476033724315999
429,1.3.6.1.4.1.14519.5.2.1.6450.2626.256334111606532510523733903012,1.3.6.1.4.1.14519.5.2.1.6450.2626.173314636910490476033724315999
430,1.3.6.1.4.1.14519.5.2.1.6450.2626.283734453707969816351068115416,1.3.6.1.4.1.14519.5.2.1.6450.2626.173314636910490476033724315999
431,1.3.6.1.4.1.14519.5.2.1.6450.2626.518726178582367110086052336055,1.3.6.1.4.1.14519.5.2.1.6450.2626.173314636910490476033724315999
432,1.3.6.1.4.1.14519.5.2.1.6450.2626.243823934602360138602079624857,1.3.6.1.4.1.14519.5.2.1.6450.2626.281124705870688952043505088769
433,1.3.6.1.4.1.14519.5.2.1.6450.2626.246170811280892697498926661272,1.3.6.1.4.1.14519.5.2.1.6450.2626.281124705870688952043505088769
434,1.3.6.1.4.1.14519.5.2.1.6450.2626.258402808745068412802305818302,1.3.6.1.4.1.14519.5.2.1.6450.2626.281124705870688952043505088769
435,1.3.6.1.4.1.14519.5.2.1.6450.2626.715843341539020957542826796038,1.3.6.1.4.1.14519.5.2.1.6450.2626.281124705870688952043505088769
436,1.3.6.1.4.1.14519.5.2.1.6450.2626.330866151151910239370278817454,1.3.6.1.4.1.14519.5.2.1.6450.2626.281124705870688952043505088769
437,1.3.6.1.4.1.14519.5.2.1.6450.2626.752984849151886881407700339109,1.3.6.1.4.1.14519.5.2.1.6450.2626.281124705870688952043505088769
438,1.3.6.1.4.1.14519.5.2.1.6450.2626.808425642042198059431320520168,1.3.6.1.4.1.14519.5.2.1.6450.2626.281124705870688952043505088769
439,1.3.6.1.4.1.14519.5.2.1.4801.5885.115075563754481540807072247071,1.3.6.1.4.1.14519.5.2.1.4801.5885.137423465625709771601265004154
440,1.3.6.1.4.1.14519.5.2.1.4801.5885.116259668961423460434270531572,1.3.6.1.4.1.14519.5.2.1.4801.5885.137423465625709771601265004154
441,1.3.6.1.4.1.14519.5.2.1.4801.5885.154695324253682722418062909713,1.3.6.1.4.1.14519.5.2.1.4801.5885.137423465625709771601265004154
442,1.3.6.1.4.1.14519.5.2.1.4801.5885.160367005088584795761193531137,1.3.6.1.4.1.14519.5.2.1.4801.5885.137423465625709771601265004154
443,1.3.6.1.4.1.14519.5.2.1.4801.5885.246952883003185237973160061843,1.3.6.1.4.1.14519.5.2.1.4801.5885.137423465625709771601265004154
444,1.3.6.1.4.1.14519.5.2.1.4801.5885.267264013845933262628184907855,1.3.6.1.4.1.14519.5.2.1.4801.5885.137423465625709771601265004154
445,1.3.6.1.4.1.14519.5.2.1.4801.5885.289908332407599990017040175685,1.3.6.1.4.1.14519.5.2.1.4801.5885.137423465625709771601265004154
446,1.3.6.1.4.1.14519.5.2.1.4801.5885.313411456295045317483414249842,1.3.6.1.4.1.14519.5.2.1.4801.5885.137423465625709771601265004154
447,1.3.6.1.4.1.14519.5.2.1.4801.5885.404810988081562588676249310250,1.3.6.1.4.1.14519.5.2.1.4801.5885.137423465625709771601265004154
448,1.3.6.1.4.1.14519.5.2.1.4801.5885.154925263729900879546857563850,1.3.6.1.4.1.14519.5.2.1.4801.5885.160219144005405136370570604940
449,1.3.6.1.4.1.14519.5.2.1.4801.5885.464038192119351621115316955591,1.3.6.1.4.1.14519.5.2.1.4801.5885.137423465625709771601265004154
450,1.3.6.1.4.1.14519.5.2.1.4801.5885.155200823648036299284764202787,1.3.6.1.4.1.14519.5.2.1.4801.5885.160219144005405136370570604940
451,1.3.6.1.4.1.14519.5.2.1.4801.5885.158366494995454301307102296308,1.3.6.1.4.1.14519.5.2.1.4801.5885.160219144005405136370570604940
452,1.3.6.1.4.1.14519.5.2.1.4801.5885.320313175523175900923713517944,1.3.6.1.4.1.14519.5.2.1.4801.5885.160219144005405136370570604940
453,1.3.6.1.4.1.14519.5.2.1.4801.5885.279851945779785514876918278567,1.3.6.1.4.1.14519.5.2.1.4801.5885.160219144005405136370570604940
454,1.3.6.1.4.1.14519.5.2.1.4801.5885.329963885193839423130591210901,1.3.6.1.4.1.14519.5.2.1.4801.5885.160219144005405136370570604940
455,1.3.6.1.4.1.14519.5.2.1.4801.5885.493269619717690462791613458355,1.3.6.1.4.1.14519.5.2.1.4801.5885.160219144005405136370570604940
456,1.3.6.1.4.1.14519.5.2.1.4801.5885.576302097693640096246486994248,1.3.6.1.4.1.14519.5.2.1.4801.5885.160219144005405136370570604940
457,1.3.6.1.4.1.14519.5.2.1.4801.5885.773702259894283053024496620891,1.3.6.1.4.1.14519.5.2.1.4801.5885.160219144005405136370570604940
458,1.3.6.1.4.1.14519.5.2.1.4801.5885.123301754313855310838744886785,1.3.6.1.4.1.14519.5.2.1.4801.5885.208180815032715070388894288661
459,1.3.6.1.4.1.14519.5.2.1.4801.5885.185181587578756274493688776528,1.3.6.1.4.1.14519.5.2.1.4801.5885.208180815032715070388894288661
460,1.3.6.1.4.1.14519.5.2.1.4801.5885.143091097901389253549553278059,1.3.6.1.4.1.14519.5.2.1.4801.5885.208180815032715070388894288661
461,1.3.6.1.4.1.14519.5.2.1.4801.5885.202507074995975621945416875536,1.3.6.1.4.1.14519.5.2.1.4801.5885.208180815032715070388894288661
462,1.3.6.1.4.1.14519.5.2.1.4801.5885.231512736467730050811764990087,1.3.6.1.4.1.14519.5.2.1.4801.5885.208180815032715070388894288661
463,1.3.6.1.4.1.14519.5.2.1.4801.5885.231741780110335378247534340341,1.3.6.1.4.1.14519.5.2.1.4801.5885.208180815032715070388894288661
464,1.3.6.1.4.1.14519.5.2.1.4801.5885.235843904830681118837092207547,1.3.6.1.4.1.14519.5.2.1.4801.5885.208180815032715070388894288661
465,1.3.6.1.4.1.14519.5.2.1.4801.5885.333531868680892840259127318497,1.3.6.1.4.1.14519.5.2.1.4801.5885.208180815032715070388894288661
466,1.3.6.1.4.1.14519.5.2.1.4801.5885.605877926254104449790110902148,1.3.6.1.4.1.14519.5.2.1.4801.5885.208180815032715070388894288661
467,1.3.6.1.4.1.14519.5.2.1.4801.5885.963837724933566211459539906193,1.3.6.1.4.1.14519.5.2.1.4801.5885.208180815032715070388894288661
468,1.3.6.1.4.1.14519.5.2.1.7085.2626.132475753464238810420500266799,1.3.6.1.4.1.14519.5.2.1.7085.2626.315048091260390938035234632249
469,1.3.6.1.4.1.14519.5.2.1.7085.2626.172141566967740391113157735015,1.3.6.1.4.1.14519.5.2.1.7085.2626.315048091260390938035234632249
470,1.3.6.1.4.1.14519.5.2.1.7085.2626.202812447865554596297808371559,1.3.6.1.4.1.14519.5.2.1.7085.2626.315048091260390938035234632249
471,1.3.6.1.4.1.14519.5.2.1.7085.2626.265127865126111658681339060178,1.3.6.1.4.1.14519.5.2.1.7085.2626.315048091260390938035234632249
472,1.3.6.1.4.1.14519.5.2.1.7085.2626.319663070365409407409771285269,1.3.6.1.4.1.14519.5.2.1.7085.2626.315048091260390938035234632249
473,1.3.6.1.4.1.14519.5.2.1.7085.2626.323933292255270405873641524688,1.3.6.1.4.1.14519.5.2.1.7085.2626.315048091260390938035234632249
474,1.3.6.1.4.1.14519.5.2.1.7085.2626.778317757282438328994223973380,1.3.6.1.4.1.14519.5.2.1.7085.2626.315048091260390938035234632249
475,1.3.6.1.4.1.14519.5.2.1.7085.2626.889561230000331448041302062296,1.3.6.1.4.1.14519.5.2.1.7085.2626.315048091260390938035234632249
476,1.3.6.1.4.1.14519.5.2.1.7085.2626.205008773768004986245949537041,1.3.6.1.4.1.14519.5.2.1.7085.2626.255274206900916916836077152939
477,1.3.6.1.4.1.14519.5.2.1.7085.2626.255870138150781754548896620452,1.3.6.1.4.1.14519.5.2.1.7085.2626.255274206900916916836077152939
478,1.3.6.1.4.1.14519.5.2.1.7085.2626.267426213849779524055945307438,1.3.6.1.4.1.14519.5.2.1.7085.2626.255274206900916916836077152939
479,1.3.6.1.4.1.14519.5.2.1.7085.2626.302671347389205804923112746193,1.3.6.1.4.1.14519.5.2.1.7085.2626.255274206900916916836077152939
480,1.3.6.1.4.1.14519.5.2.1.7085.2626.307120799093115422227331072120,1.3.6.1.4.1.14519.5.2.1.7085.2626.255274206900916916836077152939
481,1.3.6.1.4.1.14519.5.2.1.7085.2626.333522367476387731300720082921,1.3.6.1.4.1.14519.5.2.1.7085.2626.255274206900916916836077152939
482,1.3.6.1.4.1.14519.5.2.1.7085.2626.338235059497711806423177660850,1.3.6.1.4.1.14519.5.2.1.7085.2626.255274206900916916836077152939
483,1.3.6.1.4.1.14519.5.2.1.7085.2626.375680804891003695839507315483,1.3.6.1.4.1.14519.5.2.1.7085.2626.255274206900916916836077152939
484,1.3.6.1.4.1.14519.5.2.1.3320.3273.100883504437912648962930649376,1.3.6.1.4.1.14519.5.2.1.3320.3273.248860977982619797672805616823
485,1.3.6.1.4.1.14519.5.2.1.3320.3273.115439996586354655590328567282,1.3.6.1.4.1.14519.5.2.1.3320.3273.248860977982619797672805616823
486,1.3.6.1.4.1.14519.5.2.1.3320.3273.175689901116766326995343143259,1.3.6.1.4.1.14519.5.2.1.3320.3273.248860977982619797672805616823
487,1.3.6.1.4.1.14519.5.2.1.3320.3273.190763056331953054916091624715,1.3.6.1.4.1.14519.5.2.1.3320.3273.248860977982619797672805616823
488,1.3.6.1.4.1.14519.5.2.1.3320.3273.205220339654510774842574390623,1.3.6.1.4.1.14519.5.2.1.3320.3273.248860977982619797672805616823
489,1.3.6.1.4.1.14519.5.2.1.3320.3273.209366109662464751847213391161,1.3.6.1.4.1.14519.5.2.1.3320.3273.248860977982619797672805616823
490,1.3.6.1.4.1.14519.5.2.1.3320.3273.236180516487792298869295040706,1.3.6.1.4.1.14519.5.2.1.3320.3273.248860977982619797672805616823
491,1.3.6.1.4.1.14519.5.2.1.3320.3273.256094827379678978310601215087,1.3.6.1.4.1.14519.5.2.1.3320.3273.248860977982619797672805616823
492,1.3.6.1.4.1.14519.5.2.1.3320.3273.328551850831614351481752570510,1.3.6.1.4.1.14519.5.2.1.3320.3273.248860977982619797672805616823
493,1.3.6.1.4.1.14519.5.2.1.3320.3273.292261034259412406619787760798,1.3.6.1.4.1.14519.5.2.1.3320.3273.248860977982619797672805616823
494,1.3.6.1.4.1.14519.5.2.1.3320.3273.327080731621203368845438228291,1.3.6.1.4.1.14519.5.2.1.3320.3273.248860977982619797672805616823
495,1.3.6.1.4.1.14519.5.2.1.3320.3273.123230069945034298446153497640,1.3.6.1.4.1.14519.5.2.1.3320.3273.299075051857498549735530482105
496,1.3.6.1.4.1.14519.5.2.1.3320.3273.181095637365899254525689652888,1.3.6.1.4.1.14519.5.2.1.3320.3273.299075051857498549735530482105
497,1.3.6.1.4.1.14519.5.2.1.3320.3273.172997762357398313613567966332,1.3.6.1.4.1.14519.5.2.1.3320.3273.299075051857498549735530482105
498,1.3.6.1.4.1.14519.5.2.1.3320.3273.213850271267463967808464538145,1.3.6.1.4.1.14519.5.2.1.3320.3273.299075051857498549735530482105
499,1.3.6.1.4.1.14519.5.2.1.3320.3273.214637319753538880836262479254,1.3.6.1.4.1.14519.5.2.1.3320.3273.299075051857498549735530482105
500,1.3.6.1.4.1.14519.5.2.1.3320.3273.249020012197309872043635949149,1.3.6.1.4.1.14519.5.2.1.3320.3273.299075051857498549735530482105
501,1.3.6.1.4.1.14519.5.2.1.3320.3273.283662586499035462066834729261,1.3.6.1.4.1.14519.5.2.1.3320.3273.299075051857498549735530482105
502,1.3.6.1.4.1.14519.5.2.1.3320.3273.335054610361387869683669949075,1.3.6.1.4.1.14519.5.2.1.3320.3273.299075051857498549735530482105
503,1.3.6.1.4.1.14519.5.2.1.3320.3273.440641448300098453365793713804,1.3.6.1.4.1.14519.5.2.1.3320.3273.299075051857498549735530482105
504,1.3.6.1.4.1.14519.5.2.1.3320.3273.722050379222281218142210379125,1.3.6.1.4.1.14519.5.2.1.3320.3273.299075051857498549735530482105
505,1.3.6.1.4.1.14519.5.2.1.3320.3273.880442923577917625409064344578,1.3.6.1.4.1.14519.5.2.1.3320.3273.299075051857498549735530482105
506,1.3.6.1.4.1.14519.5.2.1.3320.3273.119029900928789547498875983560,1.3.6.1.4.1.14519.5.2.1.3320.3273.254663486881727398899474231028
507,1.3.6.1.4.1.14519.5.2.1.3320.3273.131524922660963574673668969625,1.3.6.1.4.1.14519.5.2.1.3320.3273.254663486881727398899474231028
508,1.3.6.1.4.1.14519.5.2.1.3320.3273.134961202008490117821220990558,1.3.6.1.4.1.14519.5.2.1.3320.3273.254663486881727398899474231028
509,1.3.6.1.4.1.14519.5.2.1.3320.3273.163609295096554467830836191716,1.3.6.1.4.1.14519.5.2.1.3320.3273.254663486881727398899474231028
510,1.3.6.1.4.1.14519.5.2.1.3320.3273.191137785942139828506203852182,1.3.6.1.4.1.14519.5.2.1.3320.3273.254663486881727398899474231028
511,1.3.6.1.4.1.14519.5.2.1.3320.3273.203545523424909527820689188220,1.3.6.1.4.1.14519.5.2.1.3320.3273.254663486881727398899474231028
512,1.3.6.1.4.1.14519.5.2.1.3320.3273.215103848915356015447858218402,1.3.6.1.4.1.14519.5.2.1.3320.3273.254663486881727398899474231028
513,1.3.6.1.4.1.14519.5.2.1.3320.3273.297664820207325995491298176918,1.3.6.1.4.1.14519.5.2.1.3320.3273.254663486881727398899474231028
514,1.3.6.1.4.1.14519.5.2.1.3320.3273.298833308211156577697374148100,1.3.6.1.4.1.14519.5.2.1.3320.3273.254663486881727398899474231028
515,1.3.6.1.4.1.14519.5.2.1.3320.3273.325592391392723961931632031111,1.3.6.1.4.1.14519.5.2.1.3320.3273.254663486881727398899474231028
516,1.3.6.1.4.1.14519.5.2.1.3320.3273.986866341203788050349457494811,1.3.6.1.4.1.14519.5.2.1.3320.3273.254663486881727398899474231028
517,1.3.6.1.4.1.14519.5.2.1.3320.3273.830643223773339432884593590137,1.3.6.1.4.1.14519.5.2.1.3320.3273.254663486881727398899474231028
518,1.3.6.1.4.1.14519.5.2.1.3320.3273.145565382741666825828644416712,1.3.6.1.4.1.14519.5.2.1.3320.3273.232815183438737760413032029280
519,1.3.6.1.4.1.14519.5.2.1.3320.3273.163673318687437605446674326725,1.3.6.1.4.1.14519.5.2.1.3320.3273.232815183438737760413032029280
520,1.3.6.1.4.1.14519.5.2.1.3320.3273.225009981609534953043140404319,1.3.6.1.4.1.14519.5.2.1.3320.3273.232815183438737760413032029280
521,1.3.6.1.4.1.14519.5.2.1.3320.3273.287381066082440265967045799514,1.3.6.1.4.1.14519.5.2.1.3320.3273.232815183438737760413032029280
522,1.3.6.1.4.1.14519.5.2.1.3320.3273.270136032733131850195951053227,1.3.6.1.4.1.14519.5.2.1.3320.3273.232815183438737760413032029280
523,1.3.6.1.4.1.14519.5.2.1.3320.3273.316071399012101028293567550461,1.3.6.1.4.1.14519.5.2.1.3320.3273.232815183438737760413032029280
524,1.3.6.1.4.1.14519.5.2.1.3320.3273.814970079778402674334812775076,1.3.6.1.4.1.14519.5.2.1.3320.3273.232815183438737760413032029280
525,1.3.6.1.4.1.14519.5.2.1.3320.3273.103460090519436810468291218220,1.3.6.1.4.1.14519.5.2.1.3320.3273.561581576541748359719050617136
526,1.3.6.1.4.1.14519.5.2.1.3320.3273.110687584530629657761767275191,1.3.6.1.4.1.14519.5.2.1.3320.3273.561581576541748359719050617136
527,1.3.6.1.4.1.14519.5.2.1.3320.3273.899232155089868208277706460731,1.3.6.1.4.1.14519.5.2.1.3320.3273.232815183438737760413032029280
528,1.3.6.1.4.1.14519.5.2.1.3320.3273.144400214632034590179182395755,1.3.6.1.4.1.14519.5.2.1.3320.3273.561581576541748359719050617136
529,1.3.6.1.4.1.14519.5.2.1.3320.3273.158475759143013534540081258779,1.3.6.1.4.1.14519.5.2.1.3320.3273.561581576541748359719050617136
530,1.3.6.1.4.1.14519.5.2.1.3320.3273.148959329722654886974126608879,1.3.6.1.4.1.14519.5.2.1.3320.3273.561581576541748359719050617136
531,1.3.6.1.4.1.14519.5.2.1.3320.3273.172872631408551200277195441262,1.3.6.1.4.1.14519.5.2.1.3320.3273.561581576541748359719050617136
532,1.3.6.1.4.1.14519.5.2.1.3320.3273.189033143334837028275954010272,1.3.6.1.4.1.14519.5.2.1.3320.3273.561581576541748359719050617136
533,1.3.6.1.4.1.14519.5.2.1.3320.3273.193593399287523558512653719947,1.3.6.1.4.1.14519.5.2.1.3320.3273.561581576541748359719050617136
534,1.3.6.1.4.1.14519.5.2.1.3320.3273.238045355113177168546846077011,1.3.6.1.4.1.14519.5.2.1.3320.3273.561581576541748359719050617136
535,1.3.6.1.4.1.14519.5.2.1.3320.3273.269253277706157972603201577655,1.3.6.1.4.1.14519.5.2.1.3320.3273.561581576541748359719050617136
