,SeriesInstanceUID,StudyInstanceUID
205,1.2.826.0.1.534147.756.812677238.202321612940261,1.3.6.1.4.1.14519.5.2.1.7085.2626.530721211546371663086573559407
206,1.2.826.0.1.534147.685.39692665.202344111659589.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.174204562006846994671664826947
207,1.2.826.0.1.534147.756.812677238.2023320124753715.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.300453394315087810440454128499
208,1.2.826.0.1.534147.667.2747872357.202341864213572.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.174204562006846994671664826947
209,1.2.826.0.1.534147.756.812677238.202332012484826.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.300453394315087810440454128499
210,1.2.826.0.1.534147.667.2747872357.202341765611267.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.284747996538780275169584797539
211,1.2.826.0.1.534147.667.2747872357.202341755458746,1.3.6.1.4.1.14519.5.2.1.6450.2626.272955509432106520123733663156
212,1.2.826.0.1.534147.667.2747872357.202341895440376.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.192838963258103923102154182370
213,1.2.826.0.1.534147.667.2747872357.2023417105855609.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.222790087209835257164504008519
214,1.2.826.0.1.534147.667.2747872357.20234964940567.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.174204562006846994671664826947
215,1.2.826.0.1.534147.667.2747872357.2023410115425740.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.129581558191381046727115118754
216,1.2.826.0.1.534147.756.812677238.202321557432.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.300453394315087810440454128499
217,1.2.826.0.1.534147.756.812677238.20232217734864.4,1.3.6.1.4.1.14519.5.2.1.7085.2626.193761554619335381230164859355
218,1.2.826.0.1.534147.667.2747872357.2023410105037560,1.3.6.1.4.1.14519.5.2.1.6450.2626.187643362445820531002299396025
219,1.2.826.0.1.534147.667.2747872357.2023418121545437.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.228290172296428533069650299235
220,1.2.826.0.1.534147.667.2747872357.202341893932602.4,1.3.6.1.4.1.14519.5.2.1.7085.2626.315048091260390938035234632249
221,1.2.826.0.1.534147.667.2747872357.202342341254268.4,1.3.6.1.4.1.14519.5.2.1.2932.1975.669849651815132593530795435161
222,1.2.826.0.1.534147.667.2747872357.202341872258704.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.357071961289985146348140536410
223,1.2.826.0.1.534147.667.2747872357.202341851657687.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.285777393888048531955987314771
224,1.2.826.0.1.534147.667.2747872357.202341812725152.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.962163137940544766191077843265
225,1.2.826.0.1.534147.667.2747872357.20234186275554.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.108239814565416110462120508363
226,1.2.826.0.1.534147.667.2747872357.20234101053671.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.187643362445820531002299396025
227,1.2.826.0.1.534147.756.812677238.202331285339711.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.173314636910490476033724315999
228,1.2.826.0.1.534147.667.2747872357.202341844027974.4,1.3.6.1.4.1.14519.5.2.1.2932.1975.286163095845630643212362400137
229,1.2.826.0.1.534147.667.2747872357.2023410115839796.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.129581558191381046727115118754
230,1.2.826.0.1.534147.667.2747872357.2023417102334707,1.3.6.1.4.1.14519.5.2.1.3320.3273.222790087209835257164504008519
231,1.2.826.0.1.534147.667.2747872357.2023417124139968.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.140015968983449921251862776571
232,1.2.826.0.1.534147.667.2747872357.2023410115233374.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.129581558191381046727115118754
233,1.2.826.0.1.534147.667.2747872357.20234174473563.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.236297739954578258352997177536
234,1.2.826.0.1.534147.667.2747872357.202341841235277.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.188384016643181993175785468213
235,1.2.826.0.1.534147.756.812677238.20233128531522.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.173314636910490476033724315999
236,1.2.826.0.1.534147.667.2747872357.202341011564199.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.129581558191381046727115118754
237,1.2.826.0.1.534147.667.2747872357.202341871914348.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.357071961289985146348140536410
238,1.2.826.0.1.534147.667.2747872357.2023410115252353.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.129581558191381046727115118754
239,1.2.826.0.1.534147.667.2747872357.202341882953222.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.157697918418377188987808337114
240,1.2.826.0.1.534147.667.2747872357.2023410115639904.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.129581558191381046727115118754
241,1.2.826.0.1.534147.667.2747872357.202341862122969.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.285777393888048531955987314771
242,1.2.826.0.1.534147.667.2747872357.202341012020926.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.188210997343468364670884561790
243,1.2.826.0.1.534147.667.2747872357.202341761427504.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.208397619884037475731120365907
244,1.2.826.0.1.534147.667.2747872357.20234176213714.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.208397619884037475731120365907
245,1.2.826.0.1.534147.667.2747872357.202341075720150.4,1.3.6.1.4.1.14519.5.2.1.7085.2626.319528262033369309008695071705
246,1.2.826.0.1.534147.667.2747872357.202342342030201.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.262736964774169022991607075940
247,1.2.826.0.1.534147.667.2747872357.202341764217361.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.260456621642028776932258433628
248,1.2.826.0.1.534147.756.812677238.2023221554158.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.174204562006846994671664826947
249,1.2.826.0.1.534147.667.2747872357.202341842549255.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.119041692754915148586879613084
250,1.2.826.0.1.534147.756.812677238.202321714456101.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.212577989827553176330503522006
251,1.2.826.0.1.534147.667.2747872357.202341865051.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.309521824160653805254980817690
252,1.2.826.0.1.534147.667.2747872357.202341755813582.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.272955509432106520123733663156
253,1.2.826.0.1.534147.667.2747872357.202341865839647.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.309521824160653805254980817690
254,1.2.826.0.1.534147.667.2747872357.202341862320302.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.108239814565416110462120508363
255,1.2.826.0.1.534147.667.2747872357.202341872245674,1.3.6.1.4.1.14519.5.2.1.3320.3273.357071961289985146348140536410
256,1.2.826.0.1.534147.667.2747872357.20234184353509.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.293665903142457581490353534076
257,1.2.826.0.1.534147.667.2747872357.2023418104123366.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.731749609509707710521529634482
258,1.2.826.0.1.534147.667.2747872357.202341671319194.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.215385921227437994607826861983
259,1.2.826.0.1.534147.756.812677238.2023216122556199.4,1.3.6.1.4.1.14519.5.2.1.4801.2626.764921041005474451168824591200
260,1.2.826.0.1.534147.667.2747872357.2023417102314464.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.222790087209835257164504008519
261,1.2.826.0.1.534147.685.39692665.202344111648670.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.174204562006846994671664826947
262,1.2.826.0.1.534147.667.2747872357.202341862559381.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.108239814565416110462120508363
263,1.2.826.0.1.534147.667.2747872357.20234993828452.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.196330480031434901815324832087
264,1.2.826.0.1.534147.667.2747872357.20234188294248.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.157697918418377188987808337114
265,1.2.826.0.1.534147.667.2747872357.202341042521251.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.563427116500580376452158678405
266,1.2.826.0.1.534147.667.2747872357.202349101751272.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.921901647081236446858497960801
267,1.2.826.0.1.534147.667.2747872357.202341765535459.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.284747996538780275169584797539
268,1.2.826.0.1.534147.667.2747872357.202341871937364.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.357071961289985146348140536410
269,1.2.826.0.1.534147.667.2747872357.202341842156567.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.119041692754915148586879613084
270,1.2.826.0.1.534147.667.2747872357.202341610130446.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.297324100053617614335336016519
271,1.2.826.0.1.534147.667.2747872357.2023416101247604.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.297324100053617614335336016519
272,1.2.826.0.1.534147.667.2747872357.2023410113637834.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.270034430960482880043098875164
273,1.2.826.0.1.534147.667.2747872357.2023410122039114.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.188210997343468364670884561790
274,1.2.826.0.1.534147.667.2747872357.2023423413696.4,1.3.6.1.4.1.14519.5.2.1.2932.1975.669849651815132593530795435161
275,1.2.826.0.1.534147.667.2747872357.202341865053310.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.309521824160653805254980817690
276,1.2.826.0.1.534147.667.2747872357.202341754623411.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.189610219676126217462181578744
277,1.2.826.0.1.534147.756.812677238.20233215350652.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.476085580388245705155991328386
278,1.2.826.0.1.534147.667.2747872357.202341755823546.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.272955509432106520123733663156
279,1.2.826.0.1.534147.667.2747872357.2023410113947652.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.270034430960482880043098875164
280,1.2.826.0.1.534147.667.2747872357.202341841312297.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.188384016643181993175785468213
281,1.2.826.0.1.534147.667.2747872357.20234184225997.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.119041692754915148586879613084
282,1.2.826.0.1.534147.667.2747872357.202341894755596.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.192838963258103923102154182370
283,1.2.826.0.1.534147.667.2747872357.20234101143648.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.188210997343468364670884561790
284,1.2.826.0.1.534147.667.2747872357.2023418103350902,1.3.6.1.4.1.14519.5.2.1.3320.3273.731749609509707710521529634482
285,1.2.826.0.1.534147.667.2747872357.2023410115618951,1.3.6.1.4.1.14519.5.2.1.3320.3273.129581558191381046727115118754
286,1.2.826.0.1.534147.667.2747872357.2023418104936356.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.185954815976928216791634731240
287,1.2.826.0.1.534147.667.2747872357.202341042540165.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.563427116500580376452158678405
288,1.2.826.0.1.534147.756.812677238.202322052519237,1.3.6.1.4.1.14519.5.2.1.3320.3273.202845434583832420786532899994
289,1.2.826.0.1.534147.667.2747872357.20234187426958.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.146575486790369559415443871707
290,1.2.826.0.1.534147.667.2747872357.20234176564390.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.284747996538780275169584797539
291,1.2.826.0.1.534147.667.2747872357.20234188443962.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.381157287391063291151751683785
292,1.2.826.0.1.534147.756.812677238.2023221103716397.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.221887871764789333958049108298
293,1.2.826.0.1.534147.756.812677238.2023215101015716.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.142855460979879285429637018865
294,1.2.826.0.1.534147.667.2747872357.202341872523385.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.357071961289985146348140536410
295,1.2.826.0.1.534147.756.812677238.20232164327749.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.188550180493792372165153925927
296,1.2.826.0.1.534147.685.39692665.202345123515391,1.3.6.1.4.1.14519.5.2.1.3320.3273.248860977982619797672805616823
297,1.2.826.0.1.534147.667.2747872357.202341694417745,1.3.6.1.4.1.14519.5.2.1.3320.3273.297324100053617614335336016519
298,1.2.826.0.1.534147.667.2747872357.20234176918448.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.208397619884037475731120365907
299,1.2.826.0.1.534147.667.2747872357.202341895411710.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.192838963258103923102154182370
300,1.2.826.0.1.534147.667.2747872357.202341755531285.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.272955509432106520123733663156
301,1.2.826.0.1.534147.667.2747872357.2023417685487,1.3.6.1.4.1.14519.5.2.1.3320.3273.208397619884037475731120365907
302,1.2.826.0.1.534147.667.2747872357.20234187418354.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.146575486790369559415443871707
303,1.2.826.0.1.534147.667.2747872357.20234187253996.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.146575486790369559415443871707
304,1.2.826.0.1.534147.756.812677238.202321510544992.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.207643928709693209129175150940
305,1.2.826.0.1.534147.667.2747872357.2023498372184.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.325425058352741134357984208891
306,1.2.826.0.1.534147.667.2747872357.20234176755954.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.197972300917188220694295022116
307,1.2.826.0.1.534147.667.2747872357.20234965914934.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.174204562006846994671664826947
308,1.2.826.0.1.534147.667.2747872357.202341812428680.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.228290172296428533069650299235
309,1.2.826.0.1.534147.667.2747872357.202341895349793.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.192838963258103923102154182370
310,1.2.826.0.1.534147.667.2747872357.202341854929417.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.180734446075384724796074691535
311,1.2.826.0.1.534147.756.812677238.20232155556634.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.300453394315087810440454128499
312,1.2.826.0.1.534147.667.2747872357.202341811592439.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.962163137940544766191077843265
313,1.2.826.0.1.534147.667.2747872357.202341882645292.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.157697918418377188987808337114
314,1.2.826.0.1.534147.667.2747872357.202341864642187.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.174204562006846994671664826947
315,1.2.826.0.1.534147.667.2747872357.2023410115537603.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.129581558191381046727115118754
316,1.2.826.0.1.534147.667.2747872357.20234176562932.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.284747996538780275169584797539
317,1.2.826.0.1.534147.667.2747872357.2023410115058299.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.129581558191381046727115118754
318,1.2.826.0.1.534147.667.2747872357.202341872051638.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.357071961289985146348140536410
319,1.2.826.0.1.534147.667.2747872357.20234187331532.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.146575486790369559415443871707
320,1.2.826.0.1.534147.667.2747872357.2023418102921411.4,1.3.6.1.4.1.14519.5.2.1.4801.5885.160219144005405136370570604940
321,1.2.826.0.1.534147.667.2747872357.202341692644955.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.297324100053617614335336016519
322,1.2.826.0.1.534147.667.2747872357.20234176426850.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.260456621642028776932258433628
323,1.2.826.0.1.534147.667.2747872357.2023418115214995.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.962163137940544766191077843265
324,1.2.826.0.1.534147.667.2747872357.202341761443427.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.208397619884037475731120365907
325,1.2.826.0.1.534147.667.2747872357.202341893556302.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.192838963258103923102154182370
326,1.2.826.0.1.534147.667.2747872357.20234189243597.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.192838963258103923102154182370
327,1.2.826.0.1.534147.756.812677238.202321764427854.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.999281834991363903000965758121
328,1.2.826.0.1.534147.667.2747872357.20234176522770.4,1.3.6.1.4.1.14519.5.2.1.4801.2626.152991518859835512248866858217
329,1.2.826.0.1.534147.667.2747872357.202341764245246.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.260456621642028776932258433628
330,1.2.826.0.1.534147.667.2747872357.20234186836914.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.108239814565416110462120508363
331,1.2.826.0.1.534147.667.2747872357.20234186826472,1.3.6.1.4.1.14519.5.2.1.3320.3273.108239814565416110462120508363
332,1.2.826.0.1.534147.756.812677238.2023320131631761.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.207643928709693209129175150940
333,1.2.826.0.1.534147.667.2747872357.202341872028641.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.357071961289985146348140536410
334,1.2.826.0.1.534147.756.812677238.202322013110166.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.993908584890728956370034462128
335,1.2.826.0.1.534147.667.2747872357.202342342119301.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.262736964774169022991607075940
336,1.2.826.0.1.534147.667.2747872357.202341765014998,1.3.6.1.4.1.14519.5.2.1.4801.2626.152991518859835512248866858217
337,1.2.826.0.1.534147.667.2747872357.20234176157200.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.208397619884037475731120365907
338,1.2.826.0.1.534147.667.2747872357.202341842437211.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.119041692754915148586879613084
339,1.2.826.0.1.534147.685.39692665.202344105153929.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.174204562006846994671664826947
340,1.2.826.0.1.534147.756.812677238.202322092734103.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.239721132111583530161412890801
341,1.2.826.0.1.534147.667.2747872357.202341841829322.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.119041692754915148586879613084
342,1.2.826.0.1.534147.756.812677238.202321671031158,1.3.6.1.4.1.14519.5.2.1.6450.2626.100700675127478975676044465626
343,1.2.826.0.1.534147.667.2747872357.202341864115355.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.174204562006846994671664826947
344,1.2.826.0.1.534147.667.2747872357.202341872223814.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.357071961289985146348140536410
345,1.2.826.0.1.534147.685.39692665.202344102524911.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.588816763760227852703736612242
346,1.2.826.0.1.534147.756.812677238.202331265933739,1.3.6.1.4.1.14519.5.2.1.6450.2626.208151376698023858615816901720
347,1.2.826.0.1.534147.685.39692665.20234411428580.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.174204562006846994671664826947
348,1.2.826.0.1.534147.667.2747872357.202341872214758.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.192664139982174570358822158980
349,1.2.826.0.1.534147.667.2747872357.202341012205254.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.188210997343468364670884561790
350,1.2.826.0.1.534147.667.2747872357.202341761921408.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.208397619884037475731120365907
351,1.2.826.0.1.534147.667.2747872357.2023418113042355.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.962163137940544766191077843265
352,1.2.826.0.1.534147.756.812677238.2023312854172.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.173314636910490476033724315999
353,1.2.826.0.1.534147.756.812677238.202331264537879.4,1.3.6.1.4.1.14519.5.2.1.7085.2626.516657155938666334599803966375
354,1.2.826.0.1.534147.667.2747872357.202341754634966,1.3.6.1.4.1.14519.5.2.1.3320.3273.189610219676126217462181578744
355,1.2.826.0.1.534147.667.2747872357.202341861012603.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.108239814565416110462120508363
356,1.2.826.0.1.534147.667.2747872357.202341884523779.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.278591547013998249118155071292
357,1.2.826.0.1.534147.667.2747872357.202341864915239.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.309521824160653805254980817690
358,1.2.826.0.1.534147.667.2747872357.202341841321143.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.188384016643181993175785468213
359,1.2.826.0.1.534147.667.2747872357.20234187162657.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.357071961289985146348140536410
360,1.2.826.0.1.534147.667.2747872357.2023410113625426.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.270034430960482880043098875164
361,1.2.826.0.1.534147.667.2747872357.2023497816852.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.174204562006846994671664826947
362,1.2.826.0.1.534147.667.2747872357.20234175561186.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.272955509432106520123733663156
363,1.2.826.0.1.534147.667.2747872357.20234961135965.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.588816763760227852703736612242
364,1.2.826.0.1.534147.667.2747872357.2023418104949239.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.185954815976928216791634731240
365,1.2.826.0.1.534147.667.2747872357.202341883751705.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.157697918418377188987808337114
366,1.2.826.0.1.534147.667.2747872357.202341883812470.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.157697918418377188987808337114
367,1.2.826.0.1.534147.667.2747872357.202342343214444.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.335882648939382528985764693717
368,1.2.826.0.1.534147.667.2747872357.20234255311329,1.3.6.1.4.1.14519.5.2.1.6450.2626.691012400763437538016718776441
369,1.2.826.0.1.534147.667.2747872357.202349115139289.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.402154920027198112804195952074
370,1.2.826.0.1.534147.756.812677238.2023221124142730.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.317120625827458974337512312375
371,1.2.826.0.1.534147.667.2747872357.20234255941416.4,1.3.6.1.4.1.14519.5.2.1.4801.5885.160219144005405136370570604940
372,1.2.826.0.1.534147.756.812677238.2023221124154991.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.317120625827458974337512312375
373,1.2.826.0.1.534147.667.2747872357.20234255931675.4,1.3.6.1.4.1.14519.5.2.1.4801.5885.160219144005405136370570604940
374,1.2.826.0.1.534147.756.812677238.202322092721917.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.239721132111583530161412890801
375,1.2.826.0.1.534147.756.812677238.20232175659495.4,1.3.6.1.4.1.14519.5.2.1.4801.2626.289066569210533121575958927132
376,1.2.826.0.1.534147.667.2747872357.202341842247694.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.119041692754915148586879613084
377,1.2.826.0.1.534147.667.2747872357.2023418104138400.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.731749609509707710521529634482
378,1.2.826.0.1.534147.667.2747872357.20234995035366.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.921901647081236446858497960801
379,1.2.826.0.1.534147.756.812677238.2023215101047721.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.142855460979879285429637018865
380,1.2.826.0.1.534147.756.812677238.2023221122040154,1.3.6.1.4.1.14519.5.2.1.3320.3273.118744360784091234371808763059
381,1.2.826.0.1.534147.667.2747872357.202341045254858.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.563427116500580376452158678405
382,1.2.826.0.1.534147.667.2747872357.20234184341681.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.293665903142457581490353534076
383,1.2.826.0.1.534147.667.2747872357.2023418432278.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.293665903142457581490353534076
384,1.2.826.0.1.534147.667.2747872357.202342341955478.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.262736964774169022991607075940
385,1.2.826.0.1.534147.756.812677238.2023216115355545.4,1.3.6.1.4.1.14519.5.2.1.7085.2626.516657155938666334599803966375
386,1.2.826.0.1.534147.756.812677238.202321714435581.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.212577989827553176330503522006
387,1.2.826.0.1.534147.667.2747872357.20234175185270.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.189610219676126217462181578744
388,1.2.826.0.1.534147.667.2747872357.2023416102039982.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.297324100053617614335336016519
389,1.2.826.0.1.534147.667.2747872357.202341861241459.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.285777393888048531955987314771
390,1.2.826.0.1.534147.667.2747872357.202341764254972,1.3.6.1.4.1.14519.5.2.1.3320.3273.260456621642028776932258433628
391,1.2.826.0.1.534147.667.2747872357.202341842030522.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.119041692754915148586879613084
392,1.2.826.0.1.534147.667.2747872357.20234184205632,1.3.6.1.4.1.14519.5.2.1.3320.3273.119041692754915148586879613084
393,1.2.826.0.1.534147.667.2747872357.202341862334122.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.108239814565416110462120508363
394,1.2.826.0.1.534147.667.2747872357.202341872040257.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.357071961289985146348140536410
395,1.2.826.0.1.534147.667.2747872357.2023498592124.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.325425058352741134357984208891
396,1.2.826.0.1.534147.667.2747872357.202341010519399.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.187643362445820531002299396025
397,1.2.826.0.1.534147.667.2747872357.202341842519972.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.119041692754915148586879613084
398,1.2.826.0.1.534147.756.812677238.202322174759918.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.322048254776719123217975770619
399,1.2.826.0.1.534147.667.2747872357.202342341918878.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.165499798146135086280648052830
400,1.2.826.0.1.534147.667.2747872357.2023499366831.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.196330480031434901815324832087
401,1.2.826.0.1.534147.667.2747872357.202349113633623.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.402154920027198112804195952074
402,1.2.826.0.1.534147.756.812677238.2023320135020520.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.202960220492135949547940951143
403,1.2.826.0.1.534147.667.2747872357.2023410115815900.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.129581558191381046727115118754
404,1.2.826.0.1.534147.756.812677238.2023217141529433.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.402154920027198112804195952074
405,1.2.826.0.1.534147.756.812677238.20232166183761,1.3.6.1.4.1.14519.5.2.1.6450.2626.208151376698023858615816901720
406,1.2.826.0.1.534147.667.2747872357.202341710489422.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.222790087209835257164504008519
407,1.2.826.0.1.534147.667.2747872357.20234965852238.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.174204562006846994671664826947
408,1.2.826.0.1.534147.667.2747872357.202341755833795.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.272955509432106520123733663156
409,1.2.826.0.1.534147.667.2747872357.202341862634185.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.108239814565416110462120508363
410,1.2.826.0.1.534147.667.2747872357.2023418124319152.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.228290172296428533069650299235
