,SeriesInstanceUID,StudyInstanceUID
411,1.2.826.0.1.534147.667.2747872357.202341882755609.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.157697918418377188987808337114
412,1.2.826.0.1.534147.756.812677238.2023216121010316.4,1.3.6.1.4.1.14519.5.2.1.7085.2626.530721211546371663086573559407
413,1.2.826.0.1.534147.667.2747872357.20234993626433.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.196330480031434901815324832087
414,1.2.826.0.1.534147.667.2747872357.202341865126642.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.309521824160653805254980817690
415,1.2.826.0.1.534147.667.2747872357.20234255328266.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.691012400763437538016718776441
416,1.2.826.0.1.534147.667.2747872357.2023418102933712,1.3.6.1.4.1.14519.5.2.1.4801.5885.160219144005405136370570604940
417,1.2.826.0.1.534147.685.39692665.20234875222937.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.561581576541748359719050617136
418,1.2.826.0.1.534147.667.2747872357.20234184253981.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.119041692754915148586879613084
419,1.2.826.0.1.534147.667.2747872357.202341854920775,1.3.6.1.4.1.14519.5.2.1.3320.3273.180734446075384724796074691535
420,1.2.826.0.1.534147.667.2747872357.2023418646493.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.108239814565416110462120508363
421,1.2.826.0.1.534147.667.2747872357.202341862653292.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.108239814565416110462120508363
422,1.2.826.0.1.534147.667.2747872357.202349851114.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.325425058352741134357984208891
423,1.2.826.0.1.534147.667.2747872357.20234184456622.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.180734446075384724796074691535
424,1.2.826.0.1.534147.667.2747872357.2023417104756248.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.222790087209835257164504008519
425,1.2.826.0.1.534147.667.2747872357.20234964957165.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.174204562006846994671664826947
426,1.2.826.0.1.534147.756.812677238.20232205250150.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.202845434583832420786532899994
427,1.2.826.0.1.534147.667.2747872357.2023410104911345,1.3.6.1.4.1.14519.5.2.1.6450.2626.187643362445820531002299396025
428,1.2.826.0.1.534147.667.2747872357.202341844637676.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.180734446075384724796074691535
429,1.2.826.0.1.534147.667.2747872357.202341755624377.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.272955509432106520123733663156
430,1.2.826.0.1.534147.667.2747872357.202341011528114.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.129581558191381046727115118754
431,1.2.826.0.1.534147.667.2747872357.202341864042287.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.174204562006846994671664826947
432,1.2.826.0.1.534147.756.812677238.202321671051229.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.100700675127478975676044465626
433,1.2.826.0.1.534147.756.812677238.202322110755234.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.232815183438737760413032029280
434,1.2.826.0.1.534147.756.812677238.2023320131643563.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.207643928709693209129175150940
435,1.2.826.0.1.534147.667.2747872357.20234184462936.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.180734446075384724796074691535
436,1.2.826.0.1.534147.667.2747872357.202341744713163.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.236297739954578258352997177536
437,1.2.826.0.1.534147.667.2747872357.202341852455565.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.180734446075384724796074691535
438,1.2.826.0.1.534147.667.2747872357.202341861256954.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.285777393888048531955987314771
439,1.2.826.0.1.534147.667.2747872357.202341844113782.4,1.3.6.1.4.1.14519.5.2.1.2932.1975.286163095845630643212362400137
440,1.2.826.0.1.534147.667.2747872357.202341844049910.4,1.3.6.1.4.1.14519.5.2.1.2932.1975.286163095845630643212362400137
441,1.2.826.0.1.534147.667.2747872357.202341841048785.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.188384016643181993175785468213
442,1.2.826.0.1.534147.667.2747872357.2023410104857512,1.3.6.1.4.1.14519.5.2.1.6450.2626.187643362445820531002299396025
443,1.2.826.0.1.534147.667.2747872357.2023410115548695.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.129581558191381046727115118754
444,1.2.826.0.1.534147.667.2747872357.202341011504480.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.129581558191381046727115118754
445,1.2.826.0.1.534147.667.2747872357.20234176145512,1.3.6.1.4.1.14519.5.2.1.3320.3273.208397619884037475731120365907
446,1.2.826.0.1.534147.667.2747872357.20234101203719.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.188210997343468364670884561790
447,1.2.826.0.1.534147.756.812677238.2023215123246858,1.3.6.1.4.1.14519.5.2.1.6450.2626.848612250919504333517546576288
448,1.2.826.0.1.534147.667.2747872357.20234176202999.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.208397619884037475731120365907
449,1.2.826.0.1.534147.667.2747872357.202341844516307.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.180734446075384724796074691535
450,1.2.826.0.1.534147.667.2747872357.20234186814539.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.108239814565416110462120508363
451,1.2.826.0.1.534147.685.39692665.202344115747487.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.174204562006846994671664826947
452,1.2.826.0.1.534147.756.812677238.2023221102247923,1.3.6.1.4.1.14519.5.2.1.3320.3273.185954815976928216791634731240
453,1.2.826.0.1.534147.667.2747872357.202341871842497.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.357071961289985146348140536410
454,1.2.826.0.1.534147.667.2747872357.2023418641984.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.108239814565416110462120508363
455,1.2.826.0.1.534147.756.812677238.202322013111315.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.993908584890728956370034462128
456,1.2.826.0.1.534147.685.39692665.202344115738687.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.174204562006846994671664826947
457,1.2.826.0.1.534147.756.812677238.2023220131126829.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.993908584890728956370034462128
458,1.2.826.0.1.534147.667.2747872357.2023497751269.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.174204562006846994671664826947
459,1.2.826.0.1.534147.667.2747872357.20234985120434.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.325425058352741134357984208891
460,1.2.826.0.1.534147.667.2747872357.202341755413412.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.189610219676126217462181578744
461,1.2.826.0.1.534147.667.2747872357.2023418767860.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.146575486790369559415443871707
462,1.2.826.0.1.534147.667.2747872357.202341810144667.4,1.3.6.1.4.1.14519.5.2.1.4801.5885.137423465625709771601265004154
463,1.2.826.0.1.534147.667.2747872357.202341872620645.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.357071961289985146348140536410
464,1.2.826.0.1.534147.667.2747872357.20234910926693,1.3.6.1.4.1.14519.5.2.1.3320.3273.921901647081236446858497960801
465,1.2.826.0.1.534147.756.812677238.20232217721237.4,1.3.6.1.4.1.14519.5.2.1.7085.2626.193761554619335381230164859355
466,1.2.826.0.1.534147.756.812677238.2023221102259654.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.185954815976928216791634731240
467,1.2.826.0.1.534147.667.2747872357.20234175542566.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.189610219676126217462181578744
468,1.2.826.0.1.534147.756.812677238.202332013509532.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.202960220492135949547940951143
469,1.2.826.0.1.534147.667.2747872357.202341765830180.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.284747996538780275169584797539
470,1.2.826.0.1.534147.667.2747872357.20234234123099.4,1.3.6.1.4.1.14519.5.2.1.2932.1975.669849651815132593530795435161
471,1.2.826.0.1.534147.667.2747872357.20234982156992.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.325425058352741134357984208891
472,1.2.826.0.1.534147.685.39692665.20234875236423,1.3.6.1.4.1.14519.5.2.1.3320.3273.561581576541748359719050617136
473,1.2.826.0.1.534147.667.2747872357.20234189415735.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.278591547013998249118155071292
474,1.2.826.0.1.534147.667.2747872357.202341864125152.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.174204562006846994671664826947
475,1.2.826.0.1.534147.756.812677238.2023221102235369.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.185954815976928216791634731240
476,1.2.826.0.1.534147.667.2747872357.2023496454172.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.809300942963203137864789278471
477,1.2.826.0.1.534147.667.2747872357.20234963349474.1,1.3.6.1.4.1.14519.5.2.1.3320.3273.174204562006846994671664826947
478,1.2.826.0.1.534147.756.812677238.202331285436350.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.173314636910490476033724315999
479,1.2.826.0.1.534147.667.2747872357.2023498295411.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.325425058352741134357984208891
480,1.2.826.0.1.534147.667.2747872357.202341864954931.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.309521824160653805254980817690
481,1.2.826.0.1.534147.667.2747872357.20234184223873,1.3.6.1.4.1.14519.5.2.1.3320.3273.119041692754915148586879613084
482,1.2.826.0.1.534147.667.2747872357.2023417121859846.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.381157287391063291151751683785
483,1.2.826.0.1.534147.756.812677238.20232175737418.4,1.3.6.1.4.1.14519.5.2.1.4801.2626.677387123262037592315545251999
484,1.2.826.0.1.534147.667.2747872357.2023499458606,1.3.6.1.4.1.14519.5.2.1.3320.3273.325425058352741134357984208891
485,1.2.826.0.1.534147.756.812677238.20232211074327.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.232815183438737760413032029280
486,1.2.826.0.1.534147.667.2747872357.202341864032620.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.174204562006846994671664826947
487,1.2.826.0.1.534147.667.2747872357.202341755729338.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.272955509432106520123733663156
488,1.2.826.0.1.534147.667.2747872357.202341674512445.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.215385921227437994607826861983
489,1.2.826.0.1.534147.685.39692665.202344102540878.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.588816763760227852703736612242
490,1.2.826.0.1.534147.667.2747872357.2023418122516615.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.228290172296428533069650299235
491,1.2.826.0.1.534147.756.812677238.202321643929776.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.128202187597795567006159751472
492,1.2.826.0.1.534147.667.2747872357.20234176505772.4,1.3.6.1.4.1.14519.5.2.1.4801.2626.152991518859835512248866858217
493,1.2.826.0.1.534147.667.2747872357.202341871522137.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.357071961289985146348140536410
494,1.2.826.0.1.534147.667.2747872357.20234176189190.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.208397619884037475731120365907
495,1.2.826.0.1.534147.756.812677238.20233128544686,1.3.6.1.4.1.14519.5.2.1.6450.2626.173314636910490476033724315999
496,1.2.826.0.1.534147.667.2747872357.202341011374806.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.270034430960482880043098875164
497,1.2.826.0.1.534147.756.812677238.2023321542637.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.476085580388245705155991328386
498,1.2.826.0.1.534147.756.812677238.202321643911234.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.128202187597795567006159751472
499,1.2.826.0.1.534147.667.2747872357.20234187243642.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.146575486790369559415443871707
500,1.2.826.0.1.534147.667.2747872357.20234255419771.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.691012400763437538016718776441
501,1.2.826.0.1.534147.756.812677238.2023215105337392.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.207643928709693209129175150940
502,1.2.826.0.1.534147.667.2747872357.20234176565476.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.284747996538780275169584797539
503,1.2.826.0.1.534147.667.2747872357.202341872214616.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.357071961289985146348140536410
504,1.2.826.0.1.534147.667.2747872357.202341841843780.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.119041692754915148586879613084
505,1.2.826.0.1.534147.756.812677238.20232175716158,1.3.6.1.4.1.14519.5.2.1.4801.2626.677387123262037592315545251999
506,1.2.826.0.1.534147.756.812677238.20233216548879.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.476085580388245705155991328386
507,1.2.826.0.1.534147.667.2747872357.202341874046211.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.270071326086866885547612334167
508,1.2.826.0.1.534147.667.2747872357.2023418115911997.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.962163137940544766191077843265
509,1.2.826.0.1.534147.667.2747872357.202341842229191.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.119041692754915148586879613084
510,1.2.826.0.1.534147.667.2747872357.20234189131492.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.278591547013998249118155071292
511,1.2.826.0.1.534147.756.812677238.202321791256750,1.3.6.1.4.1.14519.5.2.1.3320.3273.466187306220544796714523130057
512,1.2.826.0.1.534147.667.2747872357.2023417674780.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.197972300917188220694295022116
513,1.2.826.0.1.534147.667.2747872357.202349944056.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.325425058352741134357984208891
514,1.2.826.0.1.534147.667.2747872357.202341712415221.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.140015968983449921251862776571
515,1.2.826.0.1.534147.667.2747872357.202341842332252.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.119041692754915148586879613084
516,1.2.826.0.1.534147.667.2747872357.2023418619498,1.3.6.1.4.1.14519.5.2.1.3320.3273.889424849454987474834413338549
517,1.2.826.0.1.534147.667.2747872357.202341842346766.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.119041692754915148586879613084
518,1.2.826.0.1.534147.756.812677238.20232215525854.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.174204562006846994671664826947
519,1.2.826.0.1.534147.667.2747872357.202341895329922.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.192838963258103923102154182370
520,1.2.826.0.1.534147.667.2747872357.202349115154818,1.3.6.1.4.1.14519.5.2.1.3320.3273.402154920027198112804195952074
521,1.2.826.0.1.534147.667.2747872357.20234184454344.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.180734446075384724796074691535
522,1.2.826.0.1.534147.667.2747872357.202341842611663.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.119041692754915148586879613084
523,1.2.826.0.1.534147.667.2747872357.20234186399492.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.174204562006846994671664826947
524,1.2.826.0.1.534147.667.2747872357.2023418113051658,1.3.6.1.4.1.14519.5.2.1.3320.3273.962163137940544766191077843265
525,1.2.826.0.1.534147.667.2747872357.202341892251688.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.192838963258103923102154182370
526,1.2.826.0.1.534147.756.812677238.2023217712291.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.182430557513680737689692466632
527,1.2.826.0.1.534147.667.2747872357.202341855834414.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.285777393888048531955987314771
528,1.2.826.0.1.534147.667.2747872357.202342341457675,1.3.6.1.4.1.14519.5.2.1.2932.1975.669849651815132593530795435161
529,1.2.826.0.1.534147.667.2747872357.202342342111561.2,1.3.6.1.4.1.14519.5.2.1.3320.3273.262736964774169022991607075940
530,1.2.826.0.1.534147.667.2747872357.20234185584774.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.285777393888048531955987314771
531,1.2.826.0.1.534147.667.2747872357.20234910256166,1.3.6.1.4.1.14519.5.2.1.3320.3273.921901647081236446858497960801
532,1.2.826.0.1.534147.667.2747872357.202341841816853.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.119041692754915148586879613084
533,1.2.826.0.1.534147.667.2747872357.202349115817402.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.402154920027198112804195952074
534,1.2.826.0.1.534147.667.2747872357.202341852614840.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.285777393888048531955987314771
535,1.2.826.0.1.534147.667.2747872357.202341811389232.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.962163137940544766191077843265
536,1.2.826.0.1.534147.756.812677238.202321683355402.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.281124705870688952043505088769
537,1.2.826.0.1.534147.667.2747872357.202342342146908.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.262736964774169022991607075940
538,1.2.826.0.1.534147.667.2747872357.202341764340970.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.260456621642028776932258433628
539,1.2.826.0.1.534147.756.812677238.202331264518111.4,1.3.6.1.4.1.14519.5.2.1.7085.2626.516657155938666334599803966375
540,1.2.826.0.1.534147.667.2747872357.202341045241868.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.563427116500580376452158678405
541,1.2.826.0.1.534147.756.812677238.202322164150361.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.301592575731883944885763720530
542,1.2.826.0.1.534147.667.2747872357.202341882856620.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.157697918418377188987808337114
543,1.2.826.0.1.534147.667.2747872357.202341810304299.4,1.3.6.1.4.1.14519.5.2.1.4801.5885.160219144005405136370570604940
544,1.2.826.0.1.534147.667.2747872357.20234189130103.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.278591547013998249118155071292
545,1.2.826.0.1.534147.667.2747872357.202341872117709.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.357071961289985146348140536410
546,1.2.826.0.1.534147.667.2747872357.202341882627959.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.157697918418377188987808337114
547,1.2.826.0.1.534147.667.2747872357.20234186244236.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.108239814565416110462120508363
548,1.2.826.0.1.534147.667.2747872357.2023418732226.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.146575486790369559415443871707
549,1.2.826.0.1.534147.667.2747872357.2023417103553741.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.222790087209835257164504008519
550,1.2.826.0.1.534147.667.2747872357.202341810254936.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.731749609509707710521529634482
551,1.2.826.0.1.534147.667.2747872357.2023418102953477.4,1.3.6.1.4.1.14519.5.2.1.4801.5885.160219144005405136370570604940
552,1.2.826.0.1.534147.667.2747872357.20234101151737.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.129581558191381046727115118754
553,1.2.826.0.1.534147.667.2747872357.202341862643378,1.3.6.1.4.1.14519.5.2.1.3320.3273.108239814565416110462120508363
554,1.2.826.0.1.534147.667.2747872357.202341882739679.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.157697918418377188987808337114
555,1.2.826.0.1.534147.667.2747872357.202341765916248.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.284747996538780275169584797539
556,1.2.826.0.1.534147.756.812677238.2023215125830168.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.809300942963203137864789278471
557,1.2.826.0.1.534147.667.2747872357.202341610202662.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.297324100053617614335336016519
558,1.2.826.0.1.534147.667.2747872357.20234186513541.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.309521824160653805254980817690
559,1.2.826.0.1.534147.667.2747872357.20234176205391.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.208397619884037475731120365907
560,1.2.826.0.1.534147.667.2747872357.20234175583914.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.272955509432106520123733663156
561,1.2.826.0.1.534147.667.2747872357.202341842216637.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.119041692754915148586879613084
562,1.2.826.0.1.534147.667.2747872357.202341842621650.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.119041692754915148586879613084
563,1.2.826.0.1.534147.667.2747872357.202341751840933.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.189610219676126217462181578744
564,1.2.826.0.1.534147.667.2747872357.202341610349724.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.297324100053617614335336016519
565,1.2.826.0.1.534147.667.2747872357.20234910912561.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.921901647081236446858497960801
566,1.2.826.0.1.534147.667.2747872357.2023410113543729,1.3.6.1.4.1.14519.5.2.1.3320.3273.270034430960482880043098875164
567,1.2.826.0.1.534147.667.2747872357.202341751911197.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.189610219676126217462181578744
568,1.2.826.0.1.534147.667.2747872357.202342341324161.4,1.3.6.1.4.1.14519.5.2.1.2932.1975.669849651815132593530795435161
569,1.2.826.0.1.534147.667.2747872357.202341871551816.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.357071961289985146348140536410
570,1.2.826.0.1.534147.667.2747872357.202341862352197.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.108239814565416110462120508363
571,1.2.826.0.1.534147.756.812677238.20232175642273.4,1.3.6.1.4.1.14519.5.2.1.4801.2626.289066569210533121575958927132
572,1.2.826.0.1.534147.667.2747872357.20234187191274.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.357071961289985146348140536410
573,1.2.826.0.1.534147.667.2747872357.202341871828248,1.3.6.1.4.1.14519.5.2.1.3320.3273.357071961289985146348140536410
574,1.2.826.0.1.534147.667.2747872357.202341052832706.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.563427116500580376452158678405
575,1.2.826.0.1.534147.667.2747872357.202341884423660.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.381157287391063291151751683785
576,1.2.826.0.1.534147.667.2747872357.202341761937227.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.208397619884037475731120365907
577,1.2.826.0.1.534147.667.2747872357.202341812357830.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.228290172296428533069650299235
578,1.2.826.0.1.534147.667.2747872357.202341810586855.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.731749609509707710521529634482
579,1.2.826.0.1.534147.667.2747872357.20234171192929.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.222790087209835257164504008519
580,1.2.826.0.1.534147.667.2747872357.20234189458704.2,1.3.6.1.4.1.14519.5.2.1.3320.3273.564033442359795047076391733342
581,1.2.826.0.1.534147.667.2747872357.2023425547656.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.691012400763437538016718776441
582,1.2.826.0.1.534147.667.2747872357.202341844553484.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.180734446075384724796074691535
583,1.2.826.0.1.534147.756.812677238.2023216115410146.4,1.3.6.1.4.1.14519.5.2.1.7085.2626.516657155938666334599803966375
584,1.2.826.0.1.534147.667.2747872357.202341762113928.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.208397619884037475731120365907
585,1.2.826.0.1.534147.667.2747872357.202341865334808.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.309521824160653805254980817690
586,1.2.826.0.1.534147.667.2747872357.202341844124846,1.3.6.1.4.1.14519.5.2.1.2932.1975.286163095845630643212362400137
587,1.2.826.0.1.534147.667.2747872357.20234993852828.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.196330480031434901815324832087
588,1.2.826.0.1.534147.667.2747872357.20234186400196.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.174204562006846994671664826947
589,1.2.826.0.1.534147.667.2747872357.202341841353565.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.188384016643181993175785468213
590,1.2.826.0.1.534147.756.812677238.2023215125858822.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.809300942963203137864789278471
591,1.2.826.0.1.534147.667.2747872357.202341011530564.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.129581558191381046727115118754
592,1.2.826.0.1.534147.667.2747872357.202341761029883.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.208397619884037475731120365907
593,1.2.826.0.1.534147.667.2747872357.202341894136994.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.192838963258103923102154182370
594,1.2.826.0.1.534147.667.2747872357.20234187155961.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.357071961289985146348140536410
595,1.2.826.0.1.534147.667.2747872357.202341012659418.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.188210997343468364670884561790
596,1.2.826.0.1.534147.756.812677238.2023221122050552.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.118744360784091234371808763059
597,1.2.826.0.1.534147.667.2747872357.202342341314349.4,1.3.6.1.4.1.14519.5.2.1.2932.1975.669849651815132593530795435161
598,1.2.826.0.1.534147.667.2747872357.202341761950611.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.208397619884037475731120365907
599,1.2.826.0.1.534147.667.2747872357.202341842017243,1.3.6.1.4.1.14519.5.2.1.3320.3273.119041692754915148586879613084
600,1.2.826.0.1.534147.667.2747872357.2023410104932283.4,1.3.6.1.4.1.14519.5.2.1.6450.2626.187643362445820531002299396025
601,1.2.826.0.1.534147.667.2747872357.2023410115415406.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.188210997343468364670884561790
602,1.2.826.0.1.534147.667.2747872357.2023418123455399.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.228290172296428533069650299235
603,1.2.826.0.1.534147.667.2747872357.2023418759297,1.3.6.1.4.1.14519.5.2.1.3320.3273.146575486790369559415443871707
604,1.2.826.0.1.534147.667.2747872357.2023418124330240.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.228290172296428533069650299235
605,1.2.826.0.1.534147.667.2747872357.2023418441475.4,1.3.6.1.4.1.14519.5.2.1.2932.1975.286163095845630643212362400137
606,1.2.826.0.1.534147.667.2747872357.202341872610721.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.357071961289985146348140536410
607,1.2.826.0.1.534147.667.2747872357.2023418102632193.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.731749609509707710521529634482
608,1.2.826.0.1.534147.667.2747872357.202341852631416.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.285777393888048531955987314771
609,1.2.826.0.1.534147.667.2747872357.202341812439322.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.228290172296428533069650299235
610,1.2.826.0.1.534147.667.2747872357.202341765924893.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.284747996538780275169584797539
611,1.2.826.0.1.534147.667.2747872357.2023410115045648.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.129581558191381046727115118754
612,1.2.826.0.1.534147.667.2747872357.2023410115745710.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.129581558191381046727115118754
613,1.2.826.0.1.534147.667.2747872357.2023498593312.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.325425058352741134357984208891
614,1.2.826.0.1.534147.667.2747872357.202341011590718.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.129581558191381046727115118754
615,1.2.826.0.1.534147.756.812677238.2023217141510348.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.402154920027198112804195952074
616,1.2.826.0.1.534147.667.2747872357.20234184191195.4,1.3.6.1.4.1.14519.5.2.1.3320.3273.119041692754915148586879613084
